"PROBEID"	"SYMBOL"	"REFSEQ"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"JUC0500010946.mm.1"	"AI839979"	"NR_102275"	0.780047543797298	6.69373928457293	5.7275301856357	0.000244853283759731	0.0847687986280328	0.896871937234756
"PSR0X00015882.mm.1"	"4933407K13Rik"	"NR_029443"	-0.741792818885699	9.27856420039677	-5.66172143781224	0.000266849422777184	0.0899384585420759	0.819866627007565
"PSR1000001345.mm.1"	"C920009B18Rik"	"NR_015465"	0.609166420850592	8.47106244219742	5.64987979989079	0.000271029362314234	0.0906327483958806	0.805932930948748
"JUC1500003375.mm.1"	"Gm20324"	"NR_045068"	0.663863229565279	4.70715986054848	5.60484267720532	0.000287584573891775	0.0921081067430668	0.752723036483154
"PSR1000001341.mm.1"	"C920009B18Rik"	"NR_015465"	0.573055608932858	10.1935068482324	5.40880814589281	0.000373484721969559	0.106365763759987	0.517108021744907
"JUC0200018404.mm.1"	"Platr8"	"NR_033473"	-0.739741518544456	6.32829052363089	-5.37996416841084	0.000388303666437354	0.107892099845454	0.481887735178546
"JUC0100016934.mm.1"	"2310043L19Rik"	"NR_037994"	0.528778577336722	4.50602645939276	5.37608710238686	0.000390343374320457	0.10798265903763	0.477142752643595
"JUC0100009022.mm.1"	"2610203C22Rik"	"NR_015470"	-0.891456094549421	8.37751943196372	-5.36542545574148	0.000396012169265146	0.108825473651321	0.464081141794857
"PSR0400001584.mm.1"	"D130062J21Rik"	NA	0.482449165837959	5.53427324567966	5.36127002452205	0.000398245574668228	0.108916838038082	0.458985044909069
"PSR1600015063.mm.1"	"E330011O21Rik"	"NR_045698"	-0.711884565279682	5.29015774168455	-5.35289544447174	0.000402787964815891	0.10989686012416	0.4487057302797
"PSR1500014925.mm.1"	"Mir7213"	"NR_106072"	-0.580306854374379	7.30205844771355	-5.34915856904563	0.000404832832329245	0.110192419845856	0.4441150572473
"PSR1000001349.mm.1"	"C920009B18Rik"	"NR_015465"	0.609714100221633	7.61368701830843	5.31755461815755	0.000422580801852603	0.112615818201617	0.405194623746651
"PSR0400014992.mm.1"	"4930455G09Rik"	"NR_131014"	1.21854465210136	4.83723019065203	5.31249738642106	0.000425497751293003	0.113095991889447	0.398950732524818
"PSR0X00005900.mm.1"	"F630028O10Rik"	"NR_030718"	0.685183287976306	5.17694455607217	5.29020508766422	0.000438616538572491	0.115016899324113	0.371375371208674
"PSR1200008354.mm.1"	"Mir134"	"NR_029548"	-0.453581050199258	5.85584227219754	-5.25665341337442	0.000459188943392044	0.11878067401834	0.329711568526506
"PSR1500011373.mm.1"	"Mir1907"	"NR_035444"	0.561151492213756	6.09640681478745	5.25031762748058	0.000463189062363983	0.119545550052874	0.321822228818848
"JUC0600006532.mm.1"	"BC064078"	"NR_015455"	1.14298505128993	6.51718088012952	5.22085717679375	0.000482287864977443	0.121733068967753	0.285047443912329
"PSR0600020071.mm.1"	"1700124L16Rik"	"NR_105027"	-0.413203286610759	5.88893550444452	-5.20853230613085	0.000490527736786278	0.12273153917369	0.269618368817508
"JUC1800005327.mm.1"	"A330093E20Rik"	"NR_040342"	-0.574371801985704	5.81891478695567	-5.17857881139304	0.000511191203209703	0.126247701615107	0.232011829994293
"PSR0700019436.mm.1"	"Gm10693"	"XR_001778025"	0.735261792791837	4.17488610686565	5.1582108620606	0.000525775598049138	0.127919751820053	0.20635183461563
"JUC1500004330.mm.1"	"1700031M16Rik"	"NR_015496"	0.453932011526811	5.26219701531398	5.1483017114234	0.000533032194632051	0.129136909681756	0.193842276755896
"JUC0700012605.mm.1"	"Gm19897"	"NR_040339"	0.504639183358271	6.63436921851666	5.12207992279663	0.000552759128087011	0.131662757766288	0.160657788998193
"JUC1600003288.mm.1"	"Gm6936"	"NR_045001"	0.731152516423501	4.13523918655259	5.10963883025657	0.000562391838872751	0.132605283934043	0.144871844198102
"PSR1700020739.mm.1"	"A330017A19Rik"	NA	-0.432407952586841	4.77401880867436	-5.08998534712812	0.000577978235061099	0.133462059100887	0.119880186274917
"JUC1100006500.mm.1"	"Mir8115"	"NR_106195"	1.63235353881747	5.00442578550089	5.0889193691121	0.000578836782117064	0.133462059100887	0.118522773971823
"PSR1000001348.mm.1"	"C920009B18Rik"	"NR_015465"	0.512218334318046	8.85751295882103	5.03206553749384	0.000626672447619459	0.137551562340803	0.0458422259821729
"JUC1400005155.mm.1"	"1700044C05Rik"	"NR_045624"	-0.750217304110645	6.39711147877314	-5.00232740566154	0.000653369269628581	0.138908246223651	0.00760440118239725
"JUC1400000828.mm.1"	"2810402E24Rik"	NA	-0.460246820998536	6.97585467648941	-4.9981363964757	0.000657228745745439	0.139212224882083	0.00220330927314993
"PSR0400008804.mm.1"	"Foxd2os"	"NR_030721"	-0.448170360249577	6.12183242230588	-4.9584854844076	0.000694977396041767	0.143494675215521	-0.0490454148247608
"PSR1700010742.mm.1"	"Snord92"	"NR_028556"	0.434463160525075	5.99061367454598	4.93104408142605	0.000722460489612616	0.145755131841864	-0.0846713927697405
"JUC1800006734.mm.1"	"4930592I03Rik"	"NR_033307"	-0.629774650845385	5.50687092407218	-4.89082699651666	0.000764864685108496	0.150374084295132	-0.137116785621814
"PSR1300000029.mm.1"	"2810429I04Rik"	"NR_015522"	-0.515115944262893	4.7244835288114	-4.87659153577322	0.000780507112327206	0.150374084295132	-0.155747045696852
"PSR0100030587.mm.1"	"1700112H15Rik"	"NR_040472"	-0.427797957786929	5.32228310561669	-4.86260829957324	0.000796206537514485	0.151059098929466	-0.17408098417909
"JUC1100008159.mm.1"	"4930417O22Rik"	"NR_045806"	-0.594274586260123	6.6005386731818	-4.83724312246048	0.00082555481590053	0.152094538614935	-0.207423558043492
"PSR0600025173.mm.1"	"Gm15987"	"NR_045009"	0.938613338438922	6.79692970955054	4.83327948971456	0.000830244578292895	0.152468296410766	-0.212643695159862
"JUC1900002860.mm.1"	"Gm340"	NA	-0.477273810895197	7.34817819166454	-4.81866676973216	0.000847782315624834	0.15275144480251	-0.231911948568523
"PSR1000001342.mm.1"	"C920009B18Rik"	"NR_015465"	0.38092281126511	9.71539825964487	4.77721423265393	0.00089972598095858	0.156215605054525	-0.2867692800706
"JUC0900007239.mm.1"	"4933432G23Rik"	"NR_040716"	-0.583103797723632	5.5685447634034	-4.73400000555119	0.000957522116868674	0.159949463466956	-0.34426945636157
"JUC0900010335.mm.1"	"Lncbate3"	"NR_040720"	-0.75147116789933	7.18206490909068	-4.72669306310806	0.000967681141106595	0.160358632682149	-0.354023320305298
"PSR1100021215.mm.1"	"Snhg15"	"NR_045893"	0.614816050169123	6.54710940925329	4.70995853651454	0.000991384396433438	0.162175727468796	-0.376395963752429
"JUC0400006476.mm.1"	"Snhg12"	"NR_029468"	0.896000330936585	6.27024032667567	4.70145287298451	0.00100366932033215	0.163348807272213	-0.387785506884526
"PSR1800004415.mm.1"	"Mir5107"	"NR_039567"	0.853270503432574	7.44444531213348	4.69891752267067	0.00100736259196494	0.163348807272213	-0.39118284826225
"PSR1800002275.mm.1"	"Snora74a"	"NR_002905"	0.564076074133548	7.42710152901232	4.68750559392163	0.00102416724855673	0.164223109745664	-0.406488175459492
"JUC0200013858.mm.1"	"6530402F18Rik"	"NR_029460"	-0.619876104502154	10.1527471237218	-4.68045614008067	0.00103469745304137	0.164223109745664	-0.415953692092134
"JUC1700005786.mm.1"	"4930471L23Rik"	"NR_045460"	-0.441561541042432	8.24604768156914	-4.67519376278916	0.00104263359497092	0.164688616526092	-0.423025122119539
"PSR1600007319.mm.1"	"Mir155"	"NR_029565"	0.754031532799544	6.98793957392286	4.64296791784149	0.00109267383232685	0.169134384138344	-0.46643124022846
"PSR0500014869.mm.1"	"Gm20605"	"NR_033148"	-0.38681618167055	12.0846313679972	-4.62742763287773	0.00111771608020515	0.17016694678379	-0.487425538384031
"PSR0400006962.mm.1"	"0610043K17Rik"	"NR_040640"	-0.4611879449936	6.19032076718415	-4.60348969117861	0.0011574972430414	0.173387034734436	-0.51984416757225
"PSR0300013156.mm.1"	"4930539N22Rik"	"NR_040598"	-0.581046188225776	4.39545622314039	-4.60146094182698	0.001160937516046	0.17342852336736	-0.522596079925194
"JUC0200006362.mm.1"	"1700054M17Rik"	"NR_045919"	-0.71675619578731	4.9508307949145	-4.58395976399568	0.00119107250185976	0.175405201845084	-0.546364327242387
"JUC1500003376.mm.1"	"Gm20324"	"NR_045068"	0.966488890009035	5.33371222513775	4.57975204761221	0.00119844148224177	0.175405201845084	-0.552086450151225
"JUC1500008707.mm.1"	"Cyp2d13"	"NR_003552"	-0.5047560401817	9.48851517092908	-4.55746131690783	0.00123829930207229	0.176120982282794	-0.582449246028498
"PSR0700012882.mm.1"	"Gm15133"	"NR_040749"	0.516210163545928	5.81217071187003	4.53419458760248	0.0012814147952775	0.179477347935749	-0.614229891641294
"JUC1400009448.mm.1"	"4930471C04Rik"	"NR_046192"	-0.584306357417744	5.05421233418987	-4.53123023505963	0.00128702197649079	0.179477347935749	-0.618285452670123
"PSR0700019435.mm.1"	"Gm10693"	"XR_001778025"	0.922604863591023	5.22777755861532	4.52881678140572	0.00129160643403789	0.179477347935749	-0.621588402384917
"JUC1700004216.mm.1"	"Rn45s"	"NR_046233"	0.546041426787012	10.9027161032944	4.50415668146705	0.00133945988459161	0.182849608942045	-0.655392596407845
"JUC0700015262.mm.1"	"A230057D06Rik"	"NR_015533"	-0.781877443170128	4.92167338457241	-4.49253599937397	0.00136266200496574	0.183728671430612	-0.671357231822347
"JUC0600004452.mm.1"	"9530026P05Rik"	"NR_015530"	-0.633536616449078	9.55137109320251	-4.42283054962156	0.00151113556956086	0.194131791841578	-0.767586851406151
"PSR1300006864.mm.1"	"Snora47"	"NR_034043"	0.517740292003895	8.02283245009531	4.41375605963749	0.00153169706453988	0.195113326523271	-0.780173014326976
"JUC1100000439.mm.1"	"Ube2d-ps"	"NR_015577"	-0.759370077179534	5.45016264730563	-4.39519558528296	0.00157468558386869	0.19689675111051	-0.805957941415161
"PSR1500007053.mm.1"	"Gm10839"	NA	-0.538138584291502	4.33891396652034	-4.37041236739887	0.00163409894128579	0.199820101976378	-0.840475149981435
"JUC1400003867.mm.1"	"2700070H01Rik"	"NR_046019"	-0.577957556155098	8.24053357350525	-4.3574294676938	0.00166617076892497	0.200558305591827	-0.858597041920444
"PSR1200008798.mm.1"	"Snora28"	"NR_033168"	0.41239180699788	9.07800051674922	4.35006120759583	0.00168466984839291	0.200885922931206	-0.868893988415973
"JUC1300004857.mm.1"	"Gpr137b-ps"	"NR_003568"	1.53438813894242	5.57366527682784	4.32605209141354	0.00174647855617168	0.204272617517704	-0.902506820164357
"PSR0400008806.mm.1"	"Foxd2os"	"NR_030721"	-0.378430109308606	5.89174147913073	-4.32299883471043	0.00175450991878883	0.204338765171552	-0.906788034269598
"PSR0300006188.mm.1"	"Mir7012"	"NR_105979"	-0.341413269639067	5.93176228621532	-4.31914879963503	0.00176469313844448	0.204470658052345	-0.912188607866432
"PSR1100017488.mm.1"	"1700092K14Rik"	"NR_045930"	-0.481302695251578	5.64273046458166	-4.31155375995847	0.00178496638963987	0.20536611795984	-0.922849394873302
"JUC1100020811.mm.1"	"Gm11747"	"NR_045902"	-0.4395682357206	11.2734312868581	-4.29090298308362	0.00184135026763829	0.207887538147265	-0.951882544574969
"JUC1400004498.mm.1"	"Gm4278"	"NR_046078"	-1.22054246744187	4.71812762990798	-4.28773152622356	0.0018501757152213	0.208473142314999	-0.956347359813295
"JUC0300006956.mm.1"	"4930539N22Rik"	"NR_040598"	-0.600893395733316	8.11576396060114	-4.28463506842218	0.00185883581265144	0.208628376375286	-0.960708136393783
"JUC1900000989.mm.1"	"Snhg1"	"NR_002896"	0.527864723853439	7.3044638007886	4.27631004417519	0.00188233318190049	0.209827827075491	-0.972439927647096
"JUC0200000694.mm.1"	"Gm13375"	"NR_033225"	-0.514587843298706	8.04902166156024	-4.26517547409746	0.00191425467942775	0.209827827075491	-0.988148197207627
"PSR0X00013670.mm.1"	"9530027J09Rik"	"NR_045916"	-0.424005101402484	10.3938116606894	-4.26050257379137	0.00192782209687382	0.210194973879222	-0.994746420781856
"JUC1100012735.mm.1"	"Platr20"	"NR_110444"	-0.583931821333999	7.63647933562886	-4.25971463221203	0.00193011986638015	0.210245461832795	-0.995859349868578
"JUC1900002068.mm.1"	"Gm9895"	"NR_045687"	-0.587454697915952	9.74703261164236	-4.24083774508231	0.00198604609569469	0.21251769114351	-1.02255136704279
"JUC1700007303.mm.1"	"Gm5091"	"NR_046164"	-0.592889598206892	4.63113586659843	-4.17361502906557	0.00219958638849096	0.219180176535951	-1.11805870257401
"JUC1600005815.mm.1"	"Gm16618"	NA	0.448089998252327	4.34704148824429	4.16778796023001	0.00221921023449819	0.220178318962642	-1.12637069441521
"JUC0200015389.mm.1"	"BB557941"	"NR_040356"	-0.561451958813803	8.02327487865759	-4.14940130192054	0.00228235671370043	0.223267194078765	-1.15263260284198
"PSR0700038703.mm.1"	"Kcnq1ot1"	"NR_001461"	-0.406272878674005	4.31859413409528	-4.14477050110203	0.00229855880781383	0.223978528455621	-1.15925503958442
"PSR0200039464.mm.1"	"Stk35os1"	"NR_029452"	0.399439088961453	4.20005236793995	4.13058906762135	0.00234893859864004	0.226385131063043	-1.17955614336308
"JUC0400011256.mm.1"	"Gm12505"	"NR_040674"	-0.805385879107143	5.61630266674938	-4.12949742125085	0.00235286486584461	0.226529202054561	-1.18112014030326
"JUC1200002166.mm.1"	"Gm3086"	"NR_036607"	0.744106330405018	4.31862542888439	4.11413243956704	0.00240887061584363	0.228493027005481	-1.2031527694491
"JUC0600007466.mm.1"	"Gmfg-ps"	NA	0.687814741637743	5.03866345784151	4.10173035223505	0.00245510552601479	0.23099269191339	-1.22096294299812
"PSR0900019788.mm.1"	"Man2c1os"	"NR_102289"	-0.382023000883547	6.03145092212575	-4.09952475317747	0.0024634258951333	0.23099269191339	-1.22413276375588
"JUC0200013572.mm.1"	"Snhg7"	"NR_024068"	0.554733443076692	4.66022887588795	4.09805770381867	0.00246897669259606	0.23099269191339	-1.22624157080988
"PSR0500000313.mm.1"	"Gm8773"	"NR_033499"	-0.353556260864161	4.70939157173315	-4.09763830178936	0.00247056599376398	0.23099269191339	-1.22684449923496
"PSR1000001339.mm.1"	"C920009B18Rik"	"NR_015465"	0.40777954974847	7.31748261608811	4.09703949001701	0.00247283703505312	0.23099269191339	-1.22770539153437
"JUC0600013112.mm.1"	"Gm15987"	"NR_045009"	0.631379520869846	7.15526095901557	4.08187428402109	0.00253109487271725	0.231377636602402	-1.24952596450707
"PSR0400031948.mm.1"	"Gm13031"	"NR_045911"	-0.353252623278859	6.50386757241307	-4.08045136452804	0.00253663511635516	0.231377636602402	-1.25157512162217
"JUC0400009558.mm.1"	"1700123O12Rik"	"NR_045185"	-0.404063781474539	8.36374369860903	-4.07648122610496	0.00255216108703506	0.231377636602402	-1.25729415757388
"PSR0600002660.mm.1"	"1700065J11Rik"	"NR_040526"	-0.56188311261625	7.29374562141893	-4.02968448098592	0.00274293399515506	0.241011588214953	-1.32488300719575
"JUC1800005980.mm.1"	"St8sia3os"	"NR_045366"	-0.648513760481888	4.15254781626559	-4.02877808936083	0.00274677453429729	0.241011588214953	-1.32619532604347
"JUC1400003845.mm.1"	"4931440J10Rik"	"NR_045503"	-0.408458962273129	6.26576435778064	-4.02659332347704	0.00275605514320183	0.241271678399486	-1.32935903726804
"PSR0800000539.mm.1"	"4921522P10Rik"	"NM_025726"	-0.368356869861986	4.18262287698892	-4.01977081329353	0.0027852502025813	0.241863045821006	-1.33924309480025
"PSR1700007850.mm.1"	"Rn45s"	"NR_046233"	0.35127810294766	13.2887489998434	4.00399427729524	0.00285402013590032	0.243202287307278	-1.36212543386856
"JUC0600007315.mm.1"	"1700049E15Rik"	"NR_033636"	-0.777048373183566	4.53490704660818	-4.00078001847766	0.00286824974213721	0.243564065763778	-1.36679187752678
"PSR1700012257.mm.1"	"Pisd-ps2"	"NR_003519"	-0.305120103042348	7.9850948181665	-3.99664315910128	0.0028866740891845	0.243767607886455	-1.37279996911787
"PSR0200023283.mm.1"	"Slc2a4rg-ps"	"NR_045164"	-0.546725567630409	5.90189919886364	-3.98917830216679	0.00292023730697153	0.24444028759517	-1.38364773073699
"PSR0500007519.mm.1"	"Thap6"	"NR_028429"	0.51627437644836	5.10444988478278	3.98665899809312	0.0029316573043484	0.244623884134038	-1.3873105569533
"JUC1600001940.mm.1"	"4632428C04Rik"	"NR_033631"	0.865089769245202	4.96452266101423	3.98634053216682	0.00293310426291456	0.244623884134038	-1.38777364150543
"JUC0300012306.mm.1"	"4930539C22Rik"	"NR_040600"	0.750777984642876	4.41237896749264	3.98346408817737	0.00294620767654942	0.244929596107962	-1.39195697538465
"JUC0500002880.mm.1"	"5830416I19Rik"	"NR_045384"	-0.716275789165016	8.65773134135243	-3.98253386100812	0.00295045846656942	0.244929596107962	-1.39331010100528
"JUC1700009082.mm.1"	"Pdxk-ps"	"NR_027316"	-0.339143051216564	7.59367311948895	-3.98158417720321	0.00295480484606762	0.244929596107962	-1.39469165809433
"PSR1300003225.mm.1"	"5033430I15Rik"	"XR_141159"	0.42198181315989	6.6912189808501	3.98095175486451	0.00295770297684894	0.244929596107962	-1.39561175008204
"PSR1100003734.mm.1"	"Snord95"	"NR_028564"	0.363816488591592	8.25721841464162	3.97912183602491	0.00296610565616676	0.245360188722888	-1.3982743697802
"PSR0500002957.mm.1"	"Gm2545"	NA	-0.394521467550653	4.60399119185502	-3.965956631495	0.0030273057956926	0.246593944514171	-1.4174446503044
"JUC1100005060.mm.1"	"Mir22hg"	"NR_030711"	0.639246076200681	6.37230306628472	3.95643953587166	0.0030723763347299	0.247938606567397	-1.43131835981831
"JUC0900013376.mm.1"	"Foxl2os"	"NR_003248"	-0.355172509186879	8.35452401006921	-3.91317932168276	0.00328635060937755	0.252613217159825	-1.49454470244759
"PSR0400000116.mm.1"	"6330407A03Rik"	"NR_028126"	0.898238720585811	4.96297683752358	3.90744883047298	0.00331585220643773	0.252613217159825	-1.50293989333924
"PSR1100023846.mm.1"	"Gm12159"	"NR_045100"	-0.3760680747573	4.25674603191573	-3.90247801824585	0.00334166892505911	0.253502875825672	-1.51022588674233
"PSR0400012416.mm.1"	"Snora44"	"NR_034050"	0.454106216624552	9.53165097276656	3.90229233787935	0.00334263738075267	0.253502875825672	-1.51049811580242
"JUC1100019806.mm.1"	"2610035D17Rik"	"NR_015556"	-1.01869422701138	6.78643148141593	-3.8921926073208	0.00339576280845912	0.254126883230852	-1.5253127622875
"PSR1600002864.mm.1"	"Snord66"	"NR_028530"	0.441759785773012	8.60815009396585	3.88107715357481	0.00345526077580031	0.254126883230852	-1.54163374260588
"PSR1600009584.mm.1"	"Gm19955"	NA	0.516192781628177	6.56758713470388	3.8592719448156	0.00357519049208705	0.257344098027469	-1.57370032519113
"PSR1500000035.mm.1"	"Gm2093"	"NR_045740"	-0.407509410184154	9.50578628895644	-3.84876821215332	0.00363451823067248	0.259115729004186	-1.58917035727837
"JUC1700004040.mm.1"	"2410017I17Rik"	"NR_033517"	-0.357778756991067	8.57553560658851	-3.84467195781597	0.00365793497370721	0.259115729004186	-1.59520745723205
"JUC1000012519.mm.1"	"A130077B15Rik"	"NR_040616"	-0.410045238902099	5.05905249212192	-3.83931365997392	0.00368880629147856	0.259115729004186	-1.60310801695911
"PSR1500003297.mm.1"	"Gsdmcl-ps"	"NR_029414"	-0.333837848425222	6.35286087023458	-3.82127709303832	0.00379475243029688	0.26054647408329	-1.62973066956776
"JUC0600002014.mm.1"	"Zfp783"	"NR_027963"	-0.43288224877481	10.3475131475729	-3.81906141539458	0.003807986307203	0.261142175285047	-1.6330041184214
"PSR1300005553.mm.1"	"4930520P13Rik"	"NR_036596"	-0.445193940231972	4.98676314099989	-3.80165785816232	0.00391363796846615	0.263468325459345	-1.6587390480652
"PSR0600004786.mm.1"	"Hoxa11os"	"NR_015348"	-0.366643595688705	5.10950907897881	-3.77561457532209	0.00407753191347839	0.268601022746977	-1.69732479732653
"JUC1200008989.mm.1"	"4930465M20Rik"	"NR_045973"	-0.933741805628442	5.90420179915161	-3.77222292816993	0.00409940095739504	0.269026879452308	-1.70235643241049
"PSR0300014670.mm.1"	"Platr4"	"NR_040385"	-0.560687994991005	5.2144153728911	-3.75049149360082	0.00424247911703488	0.271574406049748	-1.73463138108071
"PSR1500011486.mm.1"	"Gm19551"	NA	0.495642095262606	5.48172976267008	3.74678143339794	0.00426742537254675	0.271964537327947	-1.74014757474078
"JUC1700009297.mm.1"	"Cyp4f41-ps"	"NR_033585"	-0.428336408634117	8.57144135534114	-3.74388067798286	0.00428703716192544	0.271964537327947	-1.74446171166615
"JUC0600005855.mm.1"	"Mug-ps1"	"NR_027619"	-0.973728204117807	4.80098467775015	-3.74278994394375	0.0042944359910846	0.271964537327947	-1.74608418127529
"JUC0800008663.mm.1"	"B930018H19Rik"	"NR_040706"	0.670091918462856	5.11986725376485	3.7328382233703	0.00436256427597425	0.273259401398698	-1.76089443112139
"JUC1100016442.mm.1"	"Bcas3os2"	"NR_046194"	-0.750449762597825	5.1095768808307	-3.73065024638698	0.00437769445696942	0.273487317401245	-1.76415229725678
"JUC1500004197.mm.1"	"D630010B17Rik"	"NR_045629"	-0.595763391521576	4.33213001411687	-3.72882061991864	0.00439038886870383	0.273487317401245	-1.76687705286465
"JUC0700006756.mm.1"	"Gm15645"	"NR_033578"	0.47762958204044	7.75922296786094	3.72692987890386	0.00440354790224634	0.273487317401245	-1.7696932702736
"PSR0300012417.mm.1"	"AI115009"	"NR_040386"	-0.392891402934279	4.59760234249393	-3.72669503535822	0.00440518523545379	0.273487317401245	-1.77004309632909
"JUC1400005041.mm.1"	"D130009I18Rik"	"NR_015593"	-0.599406440637832	4.96518508254048	-3.72563079018667	0.00441261318204829	0.273487317401245	-1.77162849784415
"JUC1100007214.mm.1"	"Gm53"	"NR_037977"	-0.845632341548331	8.30880116531371	-3.72466346260727	0.00441937608995554	0.273487317401245	-1.77306964639365
"JUC0800012966.mm.1"	"Gm20735"	"NR_015497"	-0.495476580650413	6.01094773635806	-3.7046261508101	0.00456193654451171	0.275575115680142	-1.80294831862296
"JUC1500005622.mm.1"	"4921515E04Rik"	"NR_045711"	-0.618987332830955	6.6701461767308	-3.7019399251245	0.00458141191390552	0.276066264873372	-1.80695772470417
