"PROBEID"	"SYMBOL"	"REFSEQ"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"PSR0900021479.mm.1"	"4930502A04Rik"	"NR_040737"	-0.306057042154963	5.29767255622259	-3.69612936596867	0.00462383784009036	0.276650675775055	-1.81563353030906
"JUC0200000695.mm.1"	"Gm13375"	"NR_033225"	-0.373484598108465	10.0038301934235	-3.68360453512513	0.00471669516493777	0.27803510752866	-1.83434875325581
"PSR1100030287.mm.1"	"Snord42b"	"NR_037683"	0.343954888107346	5.85638039887884	3.68039609828374	0.00474079516537794	0.278413774023461	-1.83914607936299
"JUC0200023392.mm.1"	"Gm14399"	NA	-0.336613016122168	7.91551742174253	-3.65858045107759	0.00490812189035681	0.282079248915549	-1.87179876896502
"PSR1000002554.mm.1"	"5730435O14Rik"	"NR_045341"	-0.345672142361475	5.96204916548706	-3.65396916473032	0.00494427608713248	0.282161888468968	-1.87870814989234
"JUC1900008198.mm.1"	"Mirt1"	"NR_028427"	-0.642005760671166	7.15815198807981	-3.65370097033111	0.00494638739518488	0.282161888468968	-1.87911008154058
"PSR1700021113.mm.1"	"Gm17830"	"NR_033486"	-0.302455135463948	4.18753847926987	-3.6488891009391	0.00498442876323676	0.282622783407021	-1.88632290103216
"PSR0300022776.mm.1"	"Snhg8"	"NR_028574"	-0.295752754911193	7.27790067700159	-3.64400756573261	0.00502333406660109	0.283147526165282	-1.89364299228873
"JUC1100006497.mm.1"	"Mir8115"	"NR_106195"	0.373526415532655	7.72741773905467	3.64279162240504	0.00503307437956807	0.283278532602085	-1.89546680097029
"JUC0900010339.mm.1"	"Lncbate3"	"NR_040720"	0.373086323565669	12.2756613207489	3.63520344506755	0.00509430788897776	0.28501039589583	-1.90685239533298
"PSR1300014018.mm.1"	"Gm16907"	"NR_045794"	-0.40875832099481	5.05766089211729	-3.62964467924686	0.00513965945014646	0.285490374998745	-1.91519733265072
"PSR0100018037.mm.1"	"Snord89"	"NR_028555"	0.402319473239781	7.85140104870118	3.62668025016986	0.00516401751577396	0.286372744178234	-1.91964909427267
"PSR0200033566.mm.1"	"Gm19426"	"XR_104776"	-0.401389312801422	9.7294107021514	-3.62596396361126	0.00516992118851525	0.286372744178234	-1.92072491666029
"JUC1500002915.mm.1"	"Gm10856"	NA	-0.510669618077859	5.68647419161383	-3.62281449378244	0.00519596321520014	0.286545774929407	-1.92545596300193
"PSR0800010546.mm.1"	"Snord71"	"NR_028532"	0.347350191810907	8.92325653336139	3.61650680440472	0.00524853321725617	0.287331513010157	-1.93493471072793
"JUC0700020504.mm.1"	"Mir3470b"	"NR_037302"	-0.573391920786119	4.74043104604617	-3.61239887352302	0.00528306880254224	0.287450823320447	-1.94111032700857
"PSR1200007595.mm.1"	"AU015791"	"NR_102381"	-0.313361588885092	4.85974696916395	-3.6066817766183	0.00533152885707554	0.287450823320447	-1.94970834668158
"JUC1100019801.mm.1"	"2610035D17Rik"	"NR_015556"	0.733255232372344	5.52891730680568	3.60629064882801	0.00533486113616812	0.287450823320447	-1.95029670819141
"PSR0400022047.mm.1"	"Gm12526"	NA	-0.316240497166773	6.18037785001465	-3.58889956222012	0.00548525085443144	0.290320918512926	-1.97647547505173
"JUC1800000061.mm.1"	"Gm10556"	"NR_045881"	-0.700558222939629	7.04713260310285	-3.58874544186874	0.00548660325474468	0.290320918512926	-1.97670762773805
"PSR1200008145.mm.1"	"Rian"	"NR_028261"	-0.469082575768994	10.962917532205	-3.58634090199054	0.00550774820401139	0.290986348521105	-1.98032995699904
"JUC0400010237.mm.1"	"4933428C19Rik"	"NR_040644"	-0.495231271442099	5.18043819463562	-3.57440833101258	0.00561394778291581	0.293435257489951	-1.99831557886166
"JUC1400004760.mm.1"	"4930452G13Rik"	"NR_045060"	-0.538793218341235	6.02202046695851	-3.57147694840092	0.00564036301240987	0.293521576827161	-2.00273643844795
"JUC0500004526.mm.1"	"Tmem150cos"	"NR_045993"	-0.313229990324727	7.08621048227798	-3.56491043580026	0.00570000744908422	0.295023014278639	-2.01264300310163
"PSR0400002298.mm.1"	"Fam219aos"	"NR_045726"	-0.458361463580557	6.52214872862058	-3.56406048598406	0.00570777567467122	0.295265544879195	-2.01392563337433
"JUC0800005469.mm.1"	"1110028F18Rik"	"NR_045470"	-0.679890449897247	4.414999063693	-3.56112935637302	0.00573465005209976	0.295400794963596	-2.01834952166201
"JUC1800006137.mm.1"	"B430212C06Rik"	"NR_033214"	-0.418828126948178	9.50615996337556	-3.5586358989152	0.00575761562465733	0.295400794963596	-2.02211359711413
"PSR1300010043.mm.1"	"C230035I16Rik"	"NR_015492"	-0.420522078819896	5.79953660138091	-3.5575628364991	0.00576752843339512	0.295448540799306	-2.02373368497915
"PSR0500016150.mm.1"	"Gm15708"	"NR_040432"	-0.381870170270808	7.19934220448293	-3.55542708214431	0.0057873113328727	0.295800788388886	-2.02695858516379
"PSR0900008782.mm.1"	"A330041J22Rik"	"NR_045835"	-0.381869169356307	5.81116671643481	-3.54588972055457	0.00587652191735557	0.296979251539777	-2.04136577880486
"PSR0800019517.mm.1"	"Gm10644"	"XR_001778605"	-0.393658310925097	5.35765489658441	-3.52327352668292	0.00609385592039036	0.300220649821708	-2.07556983116236
"JUC1100006499.mm.1"	"Mir8115"	"NR_106195"	0.502528669206505	7.59191608220673	3.52255201006591	0.00610092598567224	0.300411744418164	-2.07666194540972
"PSR1800003014.mm.1"	"9630014M24Rik"	"NM_001033771"	-0.38630201854554	6.57672585460616	-3.51821821723907	0.00614357283657106	0.301133038819086	-2.08322291329093
"PSR0400008800.mm.1"	"Foxd2os"	"NR_030721"	-0.404936846071015	5.91747164976849	-3.51442431710203	0.00618116215064982	0.301488457702853	-2.08896818689287
"JUC0400009557.mm.1"	"1700123O12Rik"	"NR_045185"	-0.490993274031283	7.36258553621136	-3.50870504620644	0.00623828175604166	0.303293772282598	-2.09763204111765
"PSR0900002395.mm.1"	"4930581F22Rik"	"NR_029475"	-0.329669256355748	6.47343998259994	-3.49735701700228	0.0063532527193368	0.304395858960844	-2.11483290461213
"JUC0500000343.mm.1"	"Gm6455"	"NR_003596"	-0.42700935727059	6.05823969799781	-3.48808522335732	0.00644882775187514	0.306404592178852	-2.12889674189453
"JUC1900008199.mm.1"	"Mirt1"	"NR_028427"	-1.04441311662303	5.26437910404302	-3.48483178124239	0.00648271890045716	0.306404592178852	-2.13383381941151
"JUC0800008791.mm.1"	"Mir669e"	"NR_035426"	-0.87276645904497	5.41323057412429	-3.48418906150818	0.0064894360494801	0.306404592178852	-2.13480927232615
"PSR0600006130.mm.1"	"Igkv8-30"	NA	0.336917966586094	9.09451013250911	3.48261994677858	0.00650586556329947	0.306548788032556	-2.13719089045833
"PSR0600006111.mm.1"	"Igk"	NA	0.393706202963774	9.73104813091868	3.47578792442765	0.00657790750629086	0.307786813237304	-2.14756356336316
"PSR0600025168.mm.1"	"Mir7649"	"NR_106107"	0.399934655330174	5.91611386813858	3.47269984523036	0.00661074280802897	0.307954854825368	-2.15225359279681
"PSR0600007136.mm.1"	"B230319C09Rik"	"NR_028382"	-0.392072591024625	6.5055240928594	-3.47226774887306	0.00661535085448168	0.307954854825368	-2.15290991825409
"PSR1500011485.mm.1"	"Gm19551"	NA	0.582577401758773	5.10173437664289	3.46437337356137	0.00670013117460539	0.309512894891002	-2.16490429556838
"PSR0400025132.mm.1"	"E130102H24Rik"	"NR_040708"	-0.45796152951885	5.65847664456051	-3.46183951189628	0.00672758244853793	0.309906843210924	-2.1687554779326
"JUC0500002580.mm.1"	"9630001P10Rik"	"NR_102378"	-0.358150595810276	8.08545073436378	-3.46087219864356	0.00673809296803962	0.309906843210924	-2.17022585550949
"JUC1100005061.mm.1"	"Mir22hg"	"NR_030711"	0.43629275839497	6.10739179730351	3.45835677341582	0.00676550491082719	0.309906843210924	-2.17404990328159
"PSR0300000038.mm.1"	"1110015O18Rik"	"NR_045272"	-0.265797076265672	5.5615739571493	-3.45814477144321	0.00676782051033857	0.309906843210924	-2.17437222607929
"PSR1700012829.mm.1"	"D17Ertd648e"	"NR_045808"	0.4362746480899	4.68574682580485	3.45803250063565	0.0067690471266911	0.309906843210924	-2.17454292179737
"JUC0400005545.mm.1"	"4933407E24Rik"	"NR_045819"	-0.513434371482649	10.6866496821402	-3.45371510429239	0.00681639294962031	0.310704422146317	-2.18110801983712
"PSR0700028969.mm.1"	"Mir344f"	"NR_037288"	-0.368006201165482	4.40033487821287	-3.45280234756751	0.00682644658391031	0.310791813027427	-2.18249621065226
"JUC0900007628.mm.1"	"Lyzl4os"	"NR_040740"	-0.364376316154062	5.98914921153908	-3.4454277619236	0.00690824295535372	0.311545647795078	-2.19371509610857
"JUC0400000454.mm.1"	"A530072M11Rik"	"NR_045765"	0.543713611885449	5.05011773646711	3.44409245742997	0.00692316245601784	0.311545647795078	-2.19574705951095
"PSR0900018845.mm.1"	"Plet1os"	"NR_040714"	-0.399536747636283	4.68148756964978	-3.42912421449257	0.0070927175017	0.312640344705086	-2.21853658502755
"PSR1100033174.mm.1"	"2010300F17Rik"	NA	-0.297520968457847	7.3894908481233	-3.4228285050115	0.00716531862131295	0.313874371854784	-2.22812848817047
"PSR0200017519.mm.1"	"E130215H24Rik"	"NR_040331"	0.406056682889077	4.83687086728255	3.38430316530471	0.0076267465897183	0.320370884147943	-2.28690635022375
"JUC1300000872.mm.1"	"9330162012Rik"	"NR_102323"	-0.67351570306554	8.52521357627505	-3.38012985440443	0.00767855254480376	0.320900208521771	-2.29328183996903
"PSR0200038348.mm.1"	"Bambi-ps1"	"NR_027919"	0.473146531699888	5.78482900245728	3.37906632242425	0.00769181319591469	0.321087362631872	-2.29490683232037
"PSR0100013242.mm.1"	"Gm10521"	NA	-0.333617467467388	5.70511995983364	-3.3743156231843	0.00775133835947907	0.321918405185331	-2.30216677836549
"PSR1200014196.mm.1"	"Gm19327"	"XR_141138"	0.459339379212447	5.81884193295932	3.37388819135356	0.00775671738709998	0.321918405185331	-2.30282007344394
"JUC0800008938.mm.1"	"AY512931"	"NR_033588"	-0.521009620041874	6.52273052151481	-3.36802441068293	0.00783090287947743	0.323075568608727	-2.3117840520699
"JUC0900011861.mm.1"	"Gm17749"	NA	-0.328795138085049	9.02370459380013	-3.35930491623345	0.00794258225493064	0.325291844971513	-2.32511925972734
"PSR0600010543.mm.1"	"4931430N09Rik"	"NR_046053"	-0.329581473539193	4.33891987829748	-3.35165786422266	0.00804188633494356	0.326672768798365	-2.33681986337801
"PSR0900019103.mm.1"	"Arhgap20os"	"NR_033560"	-0.359346099793525	4.23860236732476	-3.34951722877987	0.00806991466082225	0.327387691452675	-2.34009612688472
"PSR1000010035.mm.1"	"Kcnmb4os2"	"NR_130644"	-0.336391313599041	4.32325836441365	-3.34819788366356	0.00808723992469697	0.327387691452675	-2.34211559671683
"JUC1100018761.mm.1"	"2810433D01Rik"	"NR_033474"	-0.499354715473319	6.21196260199117	-3.33838362125689	0.00821733531456492	0.328989703583511	-2.35714264015929
"PSR1300009260.mm.1"	"Gpr137b-ps"	"NR_003568"	0.430281877862486	7.9925234588313	3.33811343644739	0.00822094736856375	0.328989703583511	-2.3575564492922
"PSR0400029555.mm.1"	"Mir7016"	"NR_105983"	-0.302900807747624	6.11302467352796	-3.32404244357724	0.00841135424995136	0.331000339460128	-2.37911586374328
"JUC0600009429.mm.1"	"Gm15527"	NA	-0.727184959194659	5.91724727007811	-3.32162859728869	0.00844447485504415	0.331000339460128	-2.38281601052819
"PSR1700007416.mm.1"	"2410017I17Rik"	"NR_033517"	-0.410069861356496	7.14100617517023	-3.31545575407937	0.0085297893125922	0.331804251715078	-2.39228047400384
"JUC1700004026.mm.1"	"A930015D03Rik"	"NR_015618"	0.47433122623073	6.25141799946647	3.29956646173277	0.0087535276953069	0.334030302760008	-2.41665702798696
"JUC1400002362.mm.1"	"4930527F14Rik"	"NR_045809"	-0.677987466296542	6.5305537071845	-3.29283234043145	0.00885017757171478	0.335543539118926	-2.42699434596941
"JUC1700012642.mm.1"	"Gm10494"	"NR_033462"	0.571272217384958	4.60242968308059	3.29121822026252	0.00887350761585503	0.335910115531302	-2.42947266432313
"PSR1100011498.mm.1"	"Gm11426"	"NR_033582"	0.320193555231555	4.87791441958659	3.29018174334174	0.00888852213297107	0.335965643198965	-2.43106417895236
"PSR0900005398.mm.1"	"1700072B07Rik"	"NR_040727"	-0.484864813076319	5.85424809923895	-3.28992817792534	0.00889219931254494	0.335965643198965	-2.43145354267256
"JUC1700006641.mm.1"	"2700099C18Rik"	"NR_024720"	-0.494886247626634	7.62015612524281	-3.28754516273383	0.008926834611588	0.336276383512723	-2.43511304282233
"JUC0300000212.mm.1"	"Mir124-2hg"	"NR_033490"	-0.56418522779137	8.45851557664309	-3.28624659135931	0.00894576711695932	0.336326211034685	-2.43710739508936
"PSR0800007089.mm.1"	"Mir23a"	"NR_029740"	0.43196440438286	5.96340075801513	3.28101097904219	0.00902252232383491	0.337022724663149	-2.44514961708251
"JUC0600002018.mm.1"	"Zfp783"	"NR_027963"	-0.363423969941527	9.14942210824828	-3.2788268879043	0.00905474278188253	0.337551087676848	-2.44850514804318
"JUC0X00003800.mm.1"	"4930558G05Rik"	"NR_045441"	-0.402436517427981	4.92900475905642	-3.2768033103509	0.00908470157862289	0.337633648100514	-2.45161440440537
"PSR1800003019.mm.1"	"9630014M24Rik"	"NM_001033771"	0.545646873101719	5.15326247245804	3.27540404593929	0.0091054774821168	0.337895318069988	-2.45376457989013
"PSR0700029816.mm.1"	"Gm20115"	NA	-0.414673300538129	4.94458816181668	-3.26324296700279	0.0092881255796595	0.340237207283787	-2.47245818677198
"JUC0100013111.mm.1"	"4930598F16Rik"	"NR_040479"	0.531413047426398	5.26195198301986	3.26308116113184	0.00929058114470636	0.340237207283787	-2.47270698516678
"PSR1700008880.mm.1"	"Tomm6os"	"NR_045945"	-0.337152344140872	6.45791673163125	-3.2618193830277	0.00930975293422584	0.340237207283787	-2.47464720721933
"PSR1900014752.mm.1"	"Mirt1"	"NR_028427"	-0.339459815723572	7.13185067219437	-3.2581909829308	0.00936511216633	0.340237207283787	-2.48022722386468
"PSR0200042696.mm.1"	"4930405A21Rik"	"NR_040505"	-0.34576532573037	4.89316080805671	-3.25406255050379	0.00942851476779145	0.340833373118462	-2.48657742238975
"PSR1100012962.mm.1"	"Scpep1os"	"NR_045955"	0.329778852301239	4.71873846602381	3.2507249109013	0.00948009714142705	0.341405647934491	-2.49171217726633
"JUC1300009796.mm.1"	"4921509O07Rik"	"NR_045501"	-0.456761286294061	6.31572569489068	-3.24621715450736	0.00955022692945181	0.342424641591574	-2.49864838645949
"JUC1200004722.mm.1"	"6030440G07Rik"	"NR_036598"	-0.432747669375799	7.6932618815501	-3.24319863462709	0.0095974874311009	0.342831944261891	-2.50329389609875
"JUC0700006648.mm.1"	"Gm15133"	"NR_040749"	0.706683023152062	6.5746549085015	3.24281675416338	0.00960348367869933	0.342939235024367	-2.50388165826585
"PSR0100011164.mm.1"	"C730036E19Rik"	"NR_038011"	-0.428431771704253	5.32364847642661	-3.23013016267496	0.00980490400972229	0.345146417102976	-2.52341388001134
"PSR1700012165.mm.1"	"2700099C18Rik"	"NR_024720"	-0.540793922328743	6.51136330188788	-3.22901774225183	0.00982277240609204	0.345146417102976	-2.52512710402679
"PSR0500020050.mm.1"	"AI839979"	"NR_102275"	0.444979600344205	5.86197508128534	3.22422405973027	0.00990015722446636	0.345842635139935	-2.53251078582721
"JUC1100002937.mm.1"	"Gm10435"	NA	-0.283573173305291	8.18600350788116	-3.21777558485947	0.0100052500158165	0.347135279504977	-2.54244585928455
"JUC1200009103.mm.1"	"Dio3os"	"NR_002866"	-0.331164613428623	9.06368141556418	-3.21738608316362	0.010011634626014	0.347135279504977	-2.54304605097693
"JUC1600005719.mm.1"	"Iglv1"	NA	0.68614113428609	5.2246340936754	3.21184751301028	0.0101028780373768	0.348247994615728	-2.55158167861131
"PSR1300015065.mm.1"	"Eprn"	"NR_045293"	-0.303072566120688	4.52026467205775	-3.2111697513125	0.0101141024208937	0.348247994615728	-2.55262633743159
"PSR0X00006787.mm.1"	"1700018G05Rik"	"NR_045422"	-0.382394027009793	4.22512523526089	-3.20759191822475	0.010173568499127	0.349163746369969	-2.55814149679778
"JUC1500009490.mm.1"	"Spn-ps"	"NR_033583"	0.32427718952016	6.22136893570626	3.20708926345066	0.0101819518416088	0.349335451313018	-2.55891639834634
"PSR0200026844.mm.1"	"Snora17"	"NR_028571"	0.303222218258766	8.24116490136452	3.20594723303935	0.0102010252915314	0.34967576764357	-2.56067703578666
"PSR0900023332.mm.1"	"Gm2396"	NA	-0.729340615169386	6.10568524893136	-3.20333460939734	0.0102447984543671	0.350326879453261	-2.56470517519301
"JUC0300007762.mm.1"	"1700027H10Rik"	"NR_040594"	-0.675524530236737	4.41345300510153	-3.20317170083186	0.0102475343164707	0.350326879453261	-2.56495636246542
"PSR0200027045.mm.1"	"Dbhos"	"NR_040524"	-0.257958361265791	5.34052322428062	-3.20262495751312	0.0102567217554991	0.350431877199734	-2.56579939404594
"JUC0900007237.mm.1"	"4933432G23Rik"	"NR_040716"	-0.439284557161582	7.64612565571649	-3.19955675301662	0.0103084376112469	0.350632268150952	-2.57053067164076
"PSR0500031642.mm.1"	"Mir25"	"NR_029787"	-0.382261254161673	5.94030427911829	-3.19672201436543	0.0103564574709315	0.350964209540565	-2.57490248904826
"JUC0300007650.mm.1"	"5430434I15Rik"	"NR_040541"	-0.385747200221708	8.85599048307707	-3.19530960270774	0.0103804695153462	0.35105071607546	-2.57708094873688
"JUC0X00003369.mm.1"	"Gm5166"	"NR_027707"	-0.64455723666968	4.85720567786544	-3.18210175840343	0.0106078118156299	0.35379931744501	-2.5974585656731
"PSR1300009256.mm.1"	"Gpr137b-ps"	"NR_003568"	0.458608087855072	8.46529367779351	3.17532062719028	0.0107265221389521	0.35519899907526	-2.60792509163789
"JUC1400010594.mm.1"	"Gm10845"	"NR_033535"	-0.578547190666095	5.74183845360118	-3.17261827542756	0.0107742103595715	0.356217278630807	-2.61209691186557
"PSR1500015884.mm.1"	"Gm19277"	"NR_040360"	0.386347564113262	4.93456155230607	3.17179628452414	0.0107887592894419	0.35628711621182	-2.61336596966011
"PSR1300009253.mm.1"	"Gpr137b-ps"	"NR_003568"	0.438742655219982	7.40960241246049	3.17086550659668	0.0108052581614193	0.356580131330226	-2.61480303219381
"JUC1100009010.mm.1"	"1700023C21Rik"	"NR_045909"	-0.271013596875542	7.6306882146012	-3.17081619048975	0.0108061330587597	0.356580131330226	-2.61487917464673
"PSR1400002495.mm.1"	"Mir3076"	"NR_037237"	-0.368579555629864	6.18188869236713	-3.17004111868624	0.0108198928941817	0.356604023009264	-2.61607587975145
"PSR0800012581.mm.1"	"6030466F02Rik"	"NR_040702"	-0.339306057732205	6.21999236247908	-3.16038979738674	0.01099275296326	0.358378481847578	-2.63098051339027
"JUC1300001981.mm.1"	"4921525O09Rik"	"NR_045061"	-0.328781688409118	6.99043927473742	-3.15722348037515	0.0110500812334971	0.359121372317112	-2.63587151058219
"JUC0X00000442.mm.1"	"5730405O15Rik"	"NR_038158"	-0.397631552500901	8.23745402787618	-3.15590285648831	0.0110740829510011	0.359264403958067	-2.6379116491374
"PSR1700020993.mm.1"	"A730006G06Rik"	"NR_110485"	-0.352240675537425	6.65692982035385	-3.15128870522735	0.0111583654453223	0.36018889337347	-2.64504053277722
"PSR1900010662.mm.1"	"Gm19261"	NA	0.410952675821822	6.66463117662811	3.14967036471064	0.0111880824711733	0.360344148186688	-2.64754117117541
"PSR0600011896.mm.1"	"4930417O13Rik"	"NR_015527"	0.424850320009362	7.04176937299024	3.14832909340384	0.0112127735407783	0.360422260409089	-2.64961380130293
"JUC1300004862.mm.1"	"Gpr137b-ps"	"NR_003568"	0.583729593928365	6.6273107897789	3.14717668918206	0.0112340326326419	0.360763243885197	-2.65139466348532
"PSR0500007512.mm.1"	"Thap6"	"NR_028429"	0.353710910338226	8.68240940840681	3.14301576301298	0.0113111378584993	0.361352958697023	-2.65782536658314
"JUC0300005180.mm.1"	"A530020G20Rik"	"XR_867597"	0.411224497861573	5.15934165164201	3.14137532996188	0.0113416859511416	0.361423197496989	-2.66036092472638
"PSR0900003225.mm.1"	"Gm3898"	"XR_001779344"	-0.333414425027122	4.26464814166476	-3.13782013886177	0.0114081824810995	0.361685007550242	-2.66585657876144
"JUC0X00006962.mm.1"	"9530027J09Rik"	"NR_045916"	-0.638875466416065	5.22252663644702	-3.13606117432783	0.0114412305554154	0.36226560469653	-2.66857586889362
"JUC1200005328.mm.1"	"Dnmt3aos"	"NR_045884"	-0.532842541809671	4.28923593205957	-3.13437680055354	0.0114729695644652	0.362782009188951	-2.67118000680845
"JUC0300009812.mm.1"	"BC021767"	"NR_033629"	-0.767982353706314	5.91179855297782	-3.13393116764454	0.011481381870142	0.362814394437593	-2.67186900713976
"JUC1900008547.mm.1"	"Emx2os"	"NR_002863"	-0.44207281019944	9.48835752540741	-3.13114343974596	0.0115341506715456	0.363116275477314	-2.67617940871131
"JUC0200021804.mm.1"	"BC029722"	"NR_015528"	0.574534243276754	7.38184438253132	3.13078840699112	0.011540888969999	0.363116275477314	-2.67672839330256
"PSR0900002387.mm.1"	"4930581F22Rik"	"NR_029475"	-0.271354410199584	8.04770583025596	-3.1304518831881	0.0115472797202573	0.363116275477314	-2.67724876404092
"JUC1100007397.mm.1"	"2410003L11Rik"	"NR_045496"	-0.584059775716514	4.54468759640262	-3.12470513967331	0.0116569770399175	0.363116275477314	-2.68613597761788
"PSR0800007090.mm.1"	"Mir27a"	"NR_029746"	0.438045659409465	6.74971721738382	3.11838316995574	0.0117788939673024	0.364477530677587	-2.69591482650267
"JUC0400000217.mm.1"	"4930412C18Rik"	"NR_030693"	-0.335666539617412	8.09250762458432	-3.1141157857892	0.0118619297911078	0.365401645309789	-2.70251683387861
"PSR1100006460.mm.1"	"2410006H16Rik"	"NR_030738"	0.311343838440637	9.37519351934697	3.10705810837763	0.0120005833821221	0.366324680742545	-2.71343774597883
"JUC0500004105.mm.1"	"Thap6"	"NR_028429"	0.738962548051876	6.11184262447086	3.10411419098021	0.012058910459303	0.366965740660223	-2.71799386178283
"JUC0900002858.mm.1"	"1700072B07Rik"	"NR_040727"	-0.622231469732343	7.8581073718162	-3.10341422351712	0.01207282157103	0.366965740660223	-2.71907722208463
"PSR0300022673.mm.1"	"4933405D12Rik"	"NR_046036"	-0.273586654571998	6.2100910873304	-3.10263107631694	0.0120884053478595	0.367049982519148	-2.72028935143049
"JUC0200020395.mm.1"	"AI847159"	"NR_045264"	-0.569325655201654	7.13449269380221	-3.09944892168516	0.012151939773925	0.368364990148886	-2.72521490191921
"JUC1100000741.mm.1"	"1700042O10Rik"	"NR_045178"	-0.353895503341894	7.71822483454202	-3.09885383413468	0.0121638592472785	0.368364990148886	-2.72613607412644
"PSR1200006847.mm.1"	"3300002A11Rik"	"XR_381830"	-0.371052853570731	7.35409316413632	-3.09385922007138	0.0122643751438869	0.369560789479225	-2.73386823122831
"JUC1300001198.mm.1"	"Gm15908"	"NR_105041"	0.439096045004011	4.82084905577961	3.08760276269949	0.0123914908246997	0.370650880985738	-2.74355556333957
"PSR1700012501.mm.1"	"Tmem181c-ps"	"NR_028305"	-0.261597772483494	7.42807954593801	-3.08729069325365	0.0123978666319493	0.370650880985738	-2.74403881267654
"PSR1100020434.mm.1"	"4930556J24Rik"	NA	-0.303607980891551	4.99699748248722	-3.08715357243541	0.012400669176304	0.370650880985738	-2.74425115003953
"JUC1400010623.mm.1"	"9630013A20Rik"	"NR_015539"	-0.527614708450793	5.20210532430261	-3.08578885271138	0.0124285975026177	0.370650880985738	-2.74636452482252
"PSR0600004766.mm.1"	"Hoxa11os"	"NR_015348"	-0.325483430920069	6.26589799320716	-3.08571551898951	0.0124301000696831	0.370650880985738	-2.74647809030875
"JUC1300000007.mm.1"	"Speer6-ps1"	"NR_001581"	-0.552974937876087	4.78283309302355	-3.08378035825565	0.0124698179378566	0.370650880985738	-2.74947499555979
"JUC1500001911.mm.1"	"Gsdmcl2"	"NR_108053"	-0.406906032992476	8.49629559940431	-3.08180831862147	0.0125104268425968	0.370650880985738	-2.75252919516627
"JUC1500001924.mm.1"	"Gsdmcl-ps"	"NR_029414"	-0.406906032992476	8.49629559940431	-3.08180831862147	0.0125104268425968	0.370650880985738	-2.75252919516627
"JUC1100012929.mm.1"	"Gm12216"	"NR_033332"	-0.430245079584321	5.41535970599699	-3.08046261366245	0.012538215999918	0.370650880985738	-2.75461346240891
"JUC0400016468.mm.1"	"Gm16287"	"NR_033543"	-0.292224548924422	4.91853807064862	-3.08031577512838	0.0125412520875933	0.370650880985738	-2.75484089533704
"PSR0100024153.mm.1"	"2900009J06Rik"	"NR_045298"	-0.317820427206774	6.48030098497098	-3.07907632199685	0.012566909580852	0.370650880985738	-2.75676067965178
"JUC0300011879.mm.1"	"Snhg8"	"NR_028574"	0.861439583274538	5.2432121124576	3.06623383304005	0.0128359515592934	0.371641089773061	-2.77665648797252
"PSR0500007514.mm.1"	"Thap6"	"NR_028429"	0.298248184423596	7.44989333108501	3.06541795285702	0.0128532422060038	0.371641089773061	-2.77792071316397
"JUC0400000455.mm.1"	"A530072M11Rik"	"NR_045765"	-0.428067565344929	8.27028452022695	-3.06505366439477	0.0128609701545405	0.371641089773061	-2.77848519599542
"JUC0Y00000964.mm.1"	"Tspy-ps"	"NR_027507"	-0.556583905143017	4.32159211383068	-3.06289057440701	0.0129069558769916	0.371641089773061	-2.78183712952707
"PSR1300010461.mm.1"	"1700092E19Rik"	"NR_045933"	-0.26515978113664	5.85593935702605	-3.06148488728303	0.0129369301936071	0.371641089773061	-2.78401549745068
"JUC1700006647.mm.1"	"2700099C18Rik"	"NR_024720"	-0.749547411718417	5.33019950575446	-3.05718880086553	0.0130289817608685	0.371770444950998	-2.79067359205172
"PSR0500014867.mm.1"	"Gm20605"	"NR_033148"	-0.245890291074785	7.91664466934633	-3.05510869033032	0.0130737931659574	0.371972192619554	-2.79389763935772
"PSR0800009309.mm.1"	"Ces2d-ps"	"NR_033726"	-0.303608893312761	6.07810636775441	-3.05381991556139	0.0131016362838007	0.372393700931334	-2.79589525485922
"PSR1300005060.mm.1"	"Mir23b"	"NR_029530"	0.303897265063097	5.41232071786137	3.0521165276723	0.0131385302001182	0.372484807328586	-2.79853563198481
"JUC1500001309.mm.1"	"AU022793"	"NR_045719"	-0.584063366555199	6.4296686548823	-3.05019406638731	0.0131802970928883	0.372671007236755	-2.8015157338195
"PSR0200042029.mm.1"	"2310005A03Rik"	"NR_040634"	-0.344515349804964	5.30764853921398	-3.04943038579185	0.0131969263911391	0.372671007236755	-2.80269959501941
"PSR0900008783.mm.1"	"A330041J22Rik"	"NR_045835"	-0.401459708060059	6.21021928528357	-3.0492462611801	0.0132009389601486	0.372671007236755	-2.80298502943254
"JUC1500002860.mm.1"	"Gm10863"	"NR_029470"	0.566477919397339	4.38845425065085	3.04468975405495	0.0133006370980333	0.372671007236755	-2.810049076999
"PSR1100012188.mm.1"	"Appbp2os"	"NR_028329"	-0.387775108176074	8.15231134539082	-3.0442960830199	0.013309286930257	0.372671007236755	-2.81065943280233
"JUC0700010333.mm.1"	"Gm10693"	"XR_001778025"	1.39213578738676	4.62144321067588	3.04388952054991	0.0133182260709444	0.372671007236755	-2.81128978228611
"JUC0500008234.mm.1"	"6330418K02Rik"	"NR_045821"	0.658488007445675	4.23756499445467	3.04037663190782	0.0133957212646804	0.373138675073269	-2.81673656927958
"JUC1100006501.mm.1"	"Mir8115"	"NR_106195"	0.618793910225651	5.81735668250385	3.03912080282507	0.0134235372160482	0.373138675073269	-2.81868386976935
