"PROBEID"	"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"JUC0700010244.mm.1"	"Pirb"	2.07769971863682	10.3117223101583	9.48565805027556	4.72907506419365e-06	0.00223051353240521	4.70842748474024
"JUC1500008142.mm.1"	"Csf2rb2"	1.5878384124737	8.81507879869802	9.37615458690788	5.2144798220994e-06	0.00237494244570286	4.61794630901756
"JUC0600013603.mm.1"	"Plbd1"	2.18592324197793	9.18726193572054	9.3362429917536	5.40480163405682e-06	0.00237494244570286	4.58467996795307
"PSR1200008775.mm.1"	"Tnfaip2"	1.9515198782626	7.87863171200408	9.2959846876586	5.60453575353988e-06	0.00237494244570286	4.5509673926489
"PSR0100028909.mm.1"	"Fcer1g"	2.14093150181785	9.55622110622706	9.27451993427245	5.71433226979751e-06	0.00237494244570286	4.53292780030472
"PSR1300007350.mm.1"	"Cd180"	2.39979765434785	7.78531483751884	9.26252966222305	5.77669181118223e-06	0.00237494244570286	4.52283112529242
"PSR1700006041.mm.1"	"H2-Ab1"	2.27149238851412	10.9416326847038	9.26089978605342	5.7852260947291e-06	0.00237494244570286	4.52145755939164
"JUC0500017179.mm.1"	"Pilra"	2.68371128322905	8.11837865318925	9.22220129250439	5.99198062983148e-06	0.00241509502912917	4.48876770163828
"JUC0300012360.mm.1"	"Bank1"	1.85501122478809	4.04601942316452	9.08077029523938	6.81955424554914e-06	0.00267789601336746	4.36802866594017
"PSR0700000391.mm.1"	"Pira6"	1.72647816236637	9.4177303959035	9.04679547699387	7.03654963456531e-06	0.00267789601336746	4.3387249267605
"JUC1300002393.mm.1"	"Tgfbi"	1.45857242653104	9.73881396945559	9.02143117712663	7.20349160768356e-06	0.00267789601336746	4.31677148993093
"JUC1300005327.mm.1"	"Aldh5a1"	-1.25476273195934	7.72936223334366	-9.01490327957247	7.24715695252183e-06	0.00267789601336746	4.31111083209948
"JUC0200007783.mm.1"	"Sirpa"	2.42283457382963	9.42839279796457	9.01477701997938	7.24800436674702e-06	0.00267789601336746	4.31100130342086
"PSR0600016658.mm.1"	"Parp12"	0.745284433810986	7.88648835231847	8.94982975527238	7.69867980431489e-06	0.0027548021488059	4.25444410586264
"PSR0X00011730.mm.1"	"Cybb"	1.93733757130678	9.09487535951493	8.94899101947274	7.70469745696346e-06	0.0027548021488059	4.25371088848316
"PSR1300004601.mm.1"	"Tgfbi"	2.23554836014308	8.72113212214683	8.92436881534572	7.88367461208031e-06	0.00277405236191423	4.23215400568384
"PSR1500004660.mm.1"	"Csf2rb"	2.33867904682235	7.85160772204962	8.88221861832008	8.20074728245973e-06	0.00280144012224247	4.19510573256574
"PSR0400012583.mm.1"	"Fgr"	1.3790153689991	7.39816071233373	8.87904919054857	8.22514882127676e-06	0.00280144012224247	4.19231248527451
"JUC1200004158.mm.1"	"Serpina3g"	1.82398621582039	9.04001681307805	8.86418864654331	8.34062829610263e-06	0.00280144012224247	4.17920180424531
"PSR1200002169.mm.1"	"Nampt"	1.02859037200219	8.7821671717772	8.84291774303011	8.50902954351093e-06	0.00281534577493359	4.16039553750804
"PSR1700008033.mm.1"	"Pla2g7"	2.67677535928773	7.60463826698512	8.81125874311667	8.76662297287234e-06	0.00285791908915638	4.13231720432328
"PSR1200007426.mm.1"	"Serpina3g"	1.91528696349367	7.14956369460831	8.78227370818672	9.00997711760877e-06	0.00289145957554425	4.10651813136972
"PSR1400005818.mm.1"	"Mmp14"	1.93644770506981	6.6032782037911	8.76824941797604	9.13037577986727e-06	0.00289145957554425	4.0940035791
"PSR1700005845.mm.1"	"H2-DMb2"	1.5481511113888	8.1924460231422	8.75027539674653	9.28727097215216e-06	0.00289972144944604	4.07793410358736
"JUC1200006761.mm.1"	"Nfkbia"	0.850467595232017	10.1710516922776	8.71539931958579	9.60021040836567e-06	0.00295579811573125	4.04665583719837
"JUC0800006232.mm.1"	"Plcg2"	1.41233822917882	7.82832358073805	8.68660380180834	9.86731600271902e-06	0.0029964200157298	4.02073330680948
"PSR0300013671.mm.1"	"Fndc3b"	0.918457773224509	5.75454280538422	8.62562275262245	1.04602923872496e-05	0.00303853898403277	3.96554344359319
"PSR1800001120.mm.1"	"Dsg2"	-0.747763338412273	4.2063517059576	-8.61971562455504	1.05197774912459e-05	0.00303853898403277	3.96017605415729
"JUC1600007329.mm.1"	"Nfkbiz"	0.821997070986255	9.97285753432873	8.61772725279582	1.05398838842026e-05	0.00303853898403277	3.95836851456939
"JUC1700004326.mm.1"	"Pla2g7"	2.94637158229959	8.19884344573782	8.61175107059044	1.06005691084696e-05	0.00303853898403277	3.9529332662501
"JUC0700018468.mm.1"	"Igsf6"	1.86526865392416	8.98622665075708	8.60287995543696	1.06913587493033e-05	0.00303853898403277	3.94485800483052
"JUC0100007002.mm.1"	"Sell"	1.48463659571567	8.65790709127146	8.57965076805137	1.09331589234839e-05	0.00303925960971737	3.92367242374927
"JUC1500002658.mm.1"	"Csf2rb"	2.48622465861945	7.74215837882622	8.57634100776741	1.09680967510551e-05	0.00303925960971737	3.92064908091973
"PSR1900002746.mm.1"	"Ms4a6c"	1.32915096802325	10.1772022685555	8.5462780538869	1.12911076400195e-05	0.0030901391872093	3.89313316176564
"PSR1100015906.mm.1"	"Grn"	1.72688803167316	9.04228065369199	8.52631526789433	1.15113543492976e-05	0.00311199638067352	3.874807275332
"PSR1900006896.mm.1"	"Tcf7l2"	2.76843287915865	6.59309060153095	8.4953790195898	1.18620336363352e-05	0.00316816339337686	3.84632159673518
"PSR1400012528.mm.1"	"Prkcd"	0.733311831868161	9.73926009532508	8.46142204412201	1.22604943350521e-05	0.00323560283832662	3.81493346187689
"PSR1700005834.mm.1"	"H2-DMa"	1.5078168941978	8.65250233808565	8.43888085282065	1.25330925319824e-05	0.00326863053234102	3.79402728264862
"PSR1500004661.mm.1"	"Csf2rb"	2.1097187423443	7.71342432513085	8.38756437135826	1.31787950416611e-05	0.00336949028694446	3.74622295231572
"JUC1600007869.mm.1"	"App"	1.98027416799346	8.50934590942568	8.38408933663971	1.32238205956409e-05	0.00336949028694446	3.74297516132909
"PSR1700024748.mm.1"	"H2-Ab1"	2.1692629452869	10.5081978002637	8.35106549022178	1.36602215268156e-05	0.00341389313495483	3.71204352719017
"PSR0500016933.mm.1"	"Alox5ap"	1.89565668363081	9.32914205710146	8.34673015006336	1.37186744463614e-05	0.00341389313495483	3.7079737868761
"PSR1300004592.mm.1"	"Tgfbi"	2.11319685168981	10.3352810359875	8.33632512999599	1.38600858059335e-05	0.00341389313495483	3.69819761657437
"PSR0700019650.mm.1"	"Tnnt1"	-0.910172013263558	8.45518203275495	-8.28947437926367	1.45169165477403e-05	0.00353638468165172	3.65402750323993
"PSR1300004599.mm.1"	"Tgfbi"	2.46619752444761	9.08033480135507	8.27420864063109	1.47382457949769e-05	0.00355127644329399	3.63958169663192
"PSR0700037897.mm.1"	"Ifitm2"	1.84525411265271	9.75644769803336	8.23606994040236	1.53075262438717e-05	0.00364878754595857	3.6033759503073
"JUC1300009916.mm.1"	"Parp8"	1.05066454871868	7.5894729645642	8.08512776338393	1.78088915413458e-05	0.00411236987175577	3.45844989479458
"PSR0100029609.mm.1"	"Ifi205"	2.65472079594225	7.81273324593805	8.06894805055611	1.81025344636655e-05	0.00411465211134534	3.44275876590585
"PSR0800018260.mm.1"	"Ifi30"	1.49259681711038	9.86173528725279	8.05961422757137	1.82743412940487e-05	0.00411465211134534	3.43369292155299
"PSR0100011031.mm.1"	"Ptgs2"	2.7200571045054	6.09836779829229	8.04649804439239	1.85187946184816e-05	0.00411465211134534	3.42093611978984
"PSR0100005086.mm.1"	"Slc11a1"	2.67065549874183	7.66777955428029	8.04424081239863	1.85612238873391e-05	0.00411465211134534	3.41873870740433
"JUC1100014651.mm.1"	"Cd68"	1.06790954402924	9.85890810676576	7.99954028575408	1.94237721962816e-05	0.0042632295252195	3.37509977840349
"PSR0500025031.mm.1"	"Plac8"	0.601383185314742	10.1583522554111	7.95591075675577	2.03081441804364e-05	0.00441363666854819	3.33227959167067
"JUC1300009915.mm.1"	"Parp8"	1.15139922599933	7.982635729704	7.92475769312577	2.09665708754201e-05	0.00451249459384771	3.30156655194684
"PSR1200012181.mm.1"	"Nfkbia"	0.635348032945792	11.4450549724346	7.90753028396866	2.13406834433343e-05	0.0045488487554984	3.28453293720614
"JUC1100004017.mm.1"	"Aloxe3"	-0.893077597170764	10.0070008869435	-7.89779693259913	2.15552800141456e-05	0.00455083283193885	3.2748934401715
"PSR0200030341.mm.1"	"Nr4a2"	0.665609818802883	10.2942824607327	7.86654280047936	2.22604824081456e-05	0.00464958532527397	3.24386413448135
"JUC0100016759.mm.1"	"Ifi207"	0.715283921587561	9.3147277613523	7.85865112230811	2.24425130730925e-05	0.00464958532527397	3.23601072488357
"JUC0200020428.mm.1"	"Il1b"	2.15249707506617	7.93426989204715	7.77896672493909	2.43746120789483e-05	0.00500311482005672	3.15629254831647
"PSR1500013028.mm.1"	"Ly6i"	0.841951537931658	10.2425991658857	7.67445334942778	2.71898005945084e-05	0.00541163114724314	3.05056551194889
"JUC0700018467.mm.1"	"Igsf6"	2.3619514075163	7.66114745970744	7.67329943313019	2.72228030059234e-05	0.00541163114724314	3.04939072689002
"JUC1900002224.mm.1"	"Papss2"	1.32668654985951	8.23141064804155	7.6719592118471	2.72611888095685e-05	0.00541163114724314	3.04802606174023
"JUC1700003216.mm.1"	"H2-DMa"	1.58426789889811	7.92141197974224	7.66916762922315	2.73413338366669e-05	0.00541163114724314	3.04518285420738
"PSR0200010587.mm.1"	"Acp2"	1.3828204799494	7.61116092596983	7.65627215170647	2.77149166777698e-05	0.00543702896383011	3.03203643579171
"JUC0500003718.mm.1"	"Adgrl3"	-0.884148430153199	7.30189129247553	-7.63462722071286	2.83545830767578e-05	0.00551372278636462	3.00992416118781
"JUC1700009641.mm.1"	"C4b"	1.3943128278597	7.56626256509658	7.58336504651112	2.99348658170932e-05	0.00572032861048593	2.95732361129375
"JUC1300002403.mm.1"	"Tgfbi"	2.12196469452268	8.78134716585476	7.57543637525149	3.0187773336427e-05	0.00572032861048593	2.94915875251304
"JUC1000002041.mm.1"	"Psap"	1.06097057173306	9.42059577404395	7.57461336770654	3.02141590450206e-05	0.00572032861048593	2.94831077927952
"PSR1400013274.mm.1"	"Wdfy4"	0.75822149722617	6.88552974307134	7.56731533309277	3.04492410698908e-05	0.00572032861048593	2.94078766301856
"PSR1900011334.mm.1"	"Gda"	1.56679393102905	9.08320448668188	7.55511677395429	3.08466545172869e-05	0.00574629107007745	2.92819803050691
"PSR0100005101.mm.1"	"Slc11a1"	1.53868149336758	8.27332046775151	7.50229569021059	3.26341540356271e-05	0.00602861605551484	2.87346838214049
"JUC0800009914.mm.1"	"Ifi30"	1.59827313231731	9.60813804014523	7.43955884896818	3.49057325800581e-05	0.00639496099036966	2.80800789034418
"JUC0500005663.mm.1"	"Acacb"	-0.631256405454846	4.70600906807057	-7.40208447144742	3.6344673013422e-05	0.00652948569013085	2.76866837285343
"PSR1100016854.mm.1"	"Milr1"	0.663305554378102	9.33498301543478	7.39555807158918	3.6601837975703e-05	0.00652948569013085	2.76179884403175
"JUC0200021270.mm.1"	"Cst3"	0.819743415856848	9.8434344299341	7.39006936033333	3.68196535181902e-05	0.00652948569013085	2.75601734843313
"PSR0100031101.mm.1"	"Atf3"	1.87174717636761	8.49313605829305	7.37883217124767	3.7270024424752e-05	0.00652948569013085	2.74416871619887
"PSR0100024490.mm.1"	"Mapkapk2"	0.772530476005544	8.72368940259474	7.37371917955773	3.74769353660474e-05	0.00652948569013085	2.73877216360536
"PSR1300018466.mm.1"	"Parp8"	1.05480231687101	7.7818674215709	7.36819665223583	3.77018300404524e-05	0.00652948569013085	2.73293960025455
"PSR1000023345.mm.1"	"Lrp1"	1.51348337619293	7.89169467334131	7.35278488298216	3.83372819200373e-05	0.00658806872560764	2.71664191808156
"JUC1600007331.mm.1"	"Nfkbiz"	0.868122722497201	9.42698094287181	7.30190540137703	4.05196115207027e-05	0.00690952883223798	2.66262073703362
"PSR0200018099.mm.1"	"Hck"	2.01948986040867	7.53662801846773	7.27996438158987	4.15022740746231e-05	0.00702307184493316	2.63922171617611
"PSR0200018104.mm.1"	"Hck"	1.54821116143352	8.27290083071338	7.17549192191742	4.65522125810695e-05	0.00781795036740265	2.52694746051815
"PSR0100029509.mm.1"	"Ifi204"	1.74965096732082	5.89634261270036	7.16144505716682	4.72808926325668e-05	0.00785013261744274	2.51174260126258
"JUC0800000644.mm.1"	"Lamp1"	0.740530122176597	11.1192875030929	7.1568669503279	4.75210645537538e-05	0.00785013261744274	2.50678147264212
"JUC0400009074.mm.1"	"Nadk"	0.655716569343493	9.58728266063645	7.15146438593862	4.78062027857619e-05	0.00785013261744274	2.50092335661831
"JUC0500013215.mm.1"	"Naaa"	1.64238265929451	9.49283360503942	7.13550528971012	4.86594598273527e-05	0.0079313906284096	2.48359608173982
"JUC0300012953.mm.1"	"Ak5"	-0.78656049313585	9.0494862547803	-7.1254521305973	4.92054797811952e-05	0.0079313906284096	2.47266379075079
"JUC1600007868.mm.1"	"App"	2.08881124093158	8.14409544103321	7.12236649367572	4.93744093612651e-05	0.0079313906284096	2.46930563919505
"JUC0200020429.mm.1"	"Il1b"	1.88682856840687	8.89693417638792	7.10833373889831	5.01506874473022e-05	0.00795469398615456	2.45401764864257
"PSR1100031139.mm.1"	"Ccl6"	1.74227244631521	10.617656480321	7.10467610181119	5.03552058644373e-05	0.00795469398615456	2.45002854702554
"PSR1000023394.mm.1"	"Lrp1"	1.70469186649401	7.86438750081646	7.10039065002925	5.0595987551777e-05	0.00795469398615456	2.44535247896078
"JUC0200009101.mm.1"	"Hck"	0.979159569495838	8.53177302446263	7.07981010684848	5.17699621791742e-05	0.0080819473351263	2.42286205096803
"PSR1300004586.mm.1"	"Tgfbi"	2.24534361410626	8.96550178342245	7.06733322025995	5.249613187512e-05	0.00813800175809552	2.40919987282959
"JUC1900006955.mm.1"	"Myof"	2.52279655355974	4.90665316013023	7.03204959840514	5.46105251093499e-05	0.00835238310511488	2.37045195091023
"PSR0500008057.mm.1"	"Anxa3"	1.43205515496135	5.42842748820675	7.03168907941338	5.46326033129582e-05	0.00835238310511488	2.37005517581586
"PSR0X00015757.mm.1"	"Mpp1"	0.60242835965353	7.80963727485353	7.00252752989778	5.64511235956834e-05	0.00857129114978843	2.3379032655988
"PSR0200030343.mm.1"	"Nr4a2"	0.807826775891677	9.28497557609411	6.97613031847828	5.81542997698588e-05	0.00876763238067028	2.30870065993834
"JUC0300010894.mm.1"	"Chil4"	1.30833230765873	8.99970457007988	6.97034131691807	5.85352576840131e-05	0.00876763238067028	2.30228387959997
"PSR0300022046.mm.1"	"Vcam1"	2.71325453766659	5.40039864691783	6.88015085478042	6.48357650559328e-05	0.00964616939436186	2.20172707273426
"JUC1200008014.mm.1"	"Nek9"	-0.631733369340457	11.288993178814	-6.86159704969546	6.62214987167536e-05	0.00978665455701997	2.18090355399451
"PSR0300012936.mm.1"	"Tpd52"	1.53539649415513	8.58398392594746	6.84656650874284	6.73677696781274e-05	0.00981406670476848	2.16399981546927
"JUC0400014015.mm.1"	"Plk3"	0.832721546521993	8.07246704270225	6.84552751514973	6.74478016674104e-05	0.00981406670476848	2.16283019382077
"JUC1600000396.mm.1"	"Ciita"	2.78198976409388	7.74674528883445	6.84045302522226	6.78401734263357e-05	0.00981406670476848	2.15711558642512
"JUC0600003292.mm.1"	"Capg"	1.23714691415408	9.23080302886619	6.83611162512689	6.81778361843354e-05	0.00981406670476848	2.1522237434982
"PSR0300012944.mm.1"	"Tpd52"	1.50985522869591	7.69803491870358	6.82887688275339	6.87446127636818e-05	0.0098318101660987	2.14406597242098
"JUC1100014499.mm.1"	"Kdm6b"	0.678434554699244	8.98775177094893	6.80574012921283	7.059191551251e-05	0.0100312921992392	2.11792912983459
"JUC1200000721.mm.1"	"Odc1"	0.729567363593247	9.30994389459764	6.78714297711518	7.21159973396702e-05	0.0101649533999518	2.09686714686881
"JUC1700009694.mm.1"	"C4a"	1.89491994395338	7.59148340018836	6.78312947956339	7.24495956871341e-05	0.0101649533999518	2.09231545526938
"PSR1000023358.mm.1"	"Lrp1"	1.62078554504956	7.84073726271832	6.76997259392579	7.35550301055096e-05	0.0102551440715656	2.07737869600726
"JUC0600008732.mm.1"	"Parp12"	1.36256284683634	8.77349443112083	6.68409932585226	8.12374224720054e-05	0.011208306209929	1.97929928896376
"PSR0800016489.mm.1"	"Cyp4v3"	0.837189368297864	7.66401824856259	6.68047278274169	8.15805459927063e-05	0.011208306209929	1.97513468918286
"PSR0400030184.mm.1"	"Themis2"	0.781991226960232	9.77218366985276	6.67702302112843	8.19084087878247e-05	0.011208306209929	1.97117139535787
"PSR1100015916.mm.1"	"Grn"	1.1528359691958	9.26696563259906	6.65473087153189	8.40619490666439e-05	0.0114324250730636	1.94552073226612
"PSR0400030186.mm.1"	"Themis2"	0.842394242253608	8.95842409047876	6.64136137674767	8.5383041223405e-05	0.0115412881575637	1.93010363616258
"PSR1500004670.mm.1"	"Csf2rb"	1.09223357984806	5.15885986145797	6.63424089305468	8.60958576252787e-05	0.0115671089202253	1.92188238982192
"JUC0500013218.mm.1"	"Naaa"	1.64518895906394	8.86354345756059	6.6091878914698	8.86558332295344e-05	0.011783602404361	1.89289982261084
"PSR1100013700.mm.1"	"Gngt2"	1.10932797967665	7.84541744214798	6.59919122529678	8.97003489131845e-05	0.011783602404361	1.88131053722111
"JUC0400001936.mm.1"	"Nr4a3"	0.68907443480417	7.80245856472536	6.59836698635684	8.97870666534048e-05	0.011783602404361	1.88035435653807
"PSR0300020911.mm.1"	"Chil3"	1.43950676817595	9.08255433653896	6.5938761339677	9.02611530411337e-05	0.011783602404361	1.87514293985649
"JUC1000006881.mm.1"	"Rab32"	0.762598156760097	10.1181515903768	6.59167153856562	9.04948825478933e-05	0.011783602404361	1.87258357331984
"PSR1100027933.mm.1"	"Cd68"	0.977146460734859	8.76568519732966	6.58789680537638	9.08966082256284e-05	0.011783602404361	1.86819980557985
"PSR1100027935.mm.1"	"Cd68"	0.975625493866428	8.90619312726132	6.57371600596774	9.24232353512364e-05	0.011911850472478	1.85171303773135
"JUC0600008730.mm.1"	"Parp12"	1.31803820409383	8.29129735496733	6.55543300567121	9.44328116105099e-05	0.0121005003918022	1.83041506530276
"PSR1700005843.mm.1"	"H2-DMb2"	0.914347289144239	9.54334520535544	6.52780747965385	9.75600600027277e-05	0.0124293759203475	1.79814412446131
"PSR0700027225.mm.1"	"Ftl1"	0.560328326299187	12.4320791065428	6.50460318937002	0.000100273985322497	0.012702135466452	1.77095414895937
"PSR1600014080.mm.1"	"Nfkbiz"	0.689615029877947	9.0918470660288	6.49352844489471	0.000101598132268594	0.0127967465689215	1.75795014047953
"JUC0200015381.mm.1"	"Nr4a2"	0.926892190233964	8.47424936118258	6.48294444845316	0.000102881399618342	0.0128851687386407	1.74550603407223
"PSR0700022040.mm.1"	"Apoe"	2.30916438197603	7.95665382797537	6.47813157275944	0.000103470765406978	0.0128861793682129	1.73984202207268
"JUC1700003225.mm.1"	"H2-DMb2"	1.11780066632798	10.5440065780549	6.46773904663489	0.000104755961563423	0.0129012786440998	1.72760034024781
"JUC1700003232.mm.1"	"H2-DMb1"	1.11780066632798	10.5440065780549	6.46773904663489	0.000104755961563423	0.0129012786440998	1.72760034024781
"PSR0700005467.mm.1"	"Cebpa"	0.705471376198521	5.75413110538302	6.42559060218125	0.000110149171636093	0.0133152625889657	1.67779393752032
"PSR1000023359.mm.1"	"Lrp1"	1.20614605674211	7.41593666296885	6.42361448964059	0.000110409335667502	0.0133152625889657	1.67545253468101
"PSR0600014848.mm.1"	"Tfec"	1.88874049088167	6.155998146788	6.4227751309979	0.000110520043141902	0.0133152625889657	1.67445784843128
"PSR1000001346.mm.1"	"C920009B18Rik"	0.75914536130994	8.52695950103619	6.40904368052052	0.000112348406002361	0.0134510100010224	1.65817095059447
"PSR0400030182.mm.1"	"Themis2"	0.880157560749915	7.90333767850884	6.40524250574206	0.000112860332920884	0.0134510100010224	1.65365758008472
"JUC1900004033.mm.1"	"Eno4"	-0.573332273193172	10.9286061569421	-6.35066825053019	0.000120496719002895	0.0142843383254341	1.58862862201649
"JUC0400005728.mm.1"	"Csf3r"	1.51892170482828	8.19906103698514	6.34026254358323	0.000122015561112398	0.0143874519081895	1.5761806733114
"PSR0500028264.mm.1"	"Oas1g"	0.739135160990191	8.96523152520337	6.32637643434351	0.000124074918529546	0.01455287192573	1.55954482416534
"PSR0200045324.mm.1"	"Ctsz"	0.775911297931763	9.75369113341277	6.31948409122326	0.000125111081454344	0.0145971708088416	1.55127727084356
"PSR1000009080.mm.1"	"Dusp6"	1.07681115988979	7.65740523413835	6.30637099076602	0.000127108510162259	0.0147525730538061	1.53552871029718
"JUC0900000727.mm.1"	"AB124611"	0.814483156197783	8.31719032415537	6.29131471210344	0.000129444773831478	0.0148947171594717	1.51741561572748
"JUC0100008715.mm.1"	"Tmem206"	0.523217868113465	7.5643521791875	6.28983407558683	0.000129677030484394	0.0148947171594717	1.51563259065729
