"PROBEID"	"SYMBOL"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"JUC0700014905.mm.1"	"Uevld"	-0.243804709558129	6.58348819121201	-1.7039173122938	0.121854208756702	0.518079037153543	-5.25587040984995
"PSR0500012800.mm.1"	"Hip1r"	0.155513474943795	8.90057935780393	1.70256132608545	0.122114428876709	0.518986322726012	-5.25777345853714
"PSR1700014282.mm.1"	"Ntn3"	-0.197929365903944	10.2641198306339	-1.70209018541861	0.122204961622324	0.519180808793196	-5.25843449648077
"PSR1100019041.mm.1"	"Gaa"	0.165118787914134	8.30997936245914	1.70177892368317	0.122264806181117	0.519326733746503	-5.25887116370379
"PSR1700000946.mm.1"	"Agpat4"	0.220727528148635	7.65548599594073	1.70161494877288	0.122296343475378	0.519361176659421	-5.25910118672762
"PSR0X00014431.mm.1"	"Rbmx"	0.154200721937503	9.55941499104557	1.70139423572102	0.12233880493463	0.519398157803162	-5.25941078380919
"PSR0700004068.mm.1"	"Gmfg"	0.122915334006581	10.90505185926	1.70109746129137	0.122395920518347	0.519398157803162	-5.25982704085108
"PSR0100003587.mm.1"	"Cflar"	0.16726697295894	8.18136122871514	1.70092304961126	0.122429498184505	0.519398157803162	-5.260071654091
"JUC1800000268.mm.1"	"Greb1l"	-0.322408345736206	4.57944119073986	-1.70085535209454	0.122442533546788	0.519398157803162	-5.26016659673967
"JUC0400003587.mm.1"	"Ak4"	-0.329319143678588	4.0386707526043	-1.70083163247189	0.122447101131628	0.519398157803162	-5.26019986196108
"PSR1200005623.mm.1"	"Psen1"	0.146708146865802	8.23631252738099	1.70049464798659	0.122512009564611	0.519398157803162	-5.26067243508428
"PSR0200007955.mm.1"	"Ppig"	0.145690528468416	9.1134935026402	1.70047115356374	0.122516536124669	0.519398157803162	-5.2607053809081
"JUC0500008932.mm.1"	"Zfp655"	-0.180852703073673	7.68448220035872	-1.70036074491619	0.122537810083108	0.519398157803162	-5.26086020193432
"JUC1300003983.mm.1"	"Smim15"	-0.196773296629004	9.45967552144158	-1.700352740897	0.122539352458974	0.519398157803162	-5.26087142540676
"PSR0200042148.mm.1"	"Gss"	-0.177700932958857	7.1797548545541	-1.70003154305292	0.122601261954302	0.519561226343522	-5.26132179623684
"PSR0500032396.mm.1"	"Tnrc18"	0.145184022330225	8.78232538230256	1.69977233679521	0.122651243639319	0.519673694380051	-5.26168521321577
"PSR0X00014745.mm.1"	"Ids"	0.20598680115354	7.54920537655581	1.69944807315754	0.122713796240142	0.519767949731531	-5.26213980320198
"JUC0700015510.mm.1"	"Mef2a"	0.159919686450749	9.08859781415707	1.69941393745903	0.122720382934628	0.519767949731531	-5.26218765596153
"JUC0500002393.mm.1"	"Stx18"	0.182722536904993	8.23039254757693	1.69912589503811	0.122775975344815	0.519771090391097	-5.26259142553163
"PSR0X00008914.mm.1"	"Tmem164"	0.211444774049168	8.33549127667681	1.69904565827223	0.122791465192087	0.519771090391097	-5.26270389288348
"JUC0600012552.mm.1"	"Ptpn6"	0.139997044700495	10.57808330071	1.69820992295257	0.122952911336454	0.520355123808038	-5.26387517601677
"PSR1500004039.mm.1"	"Gpaa1"	-0.166270770930357	8.77670172617167	-1.6977700310735	0.12303796674597	0.520538602515823	-5.26449156599734
"PSR1700001411.mm.1"	"Ermard"	0.198503954204205	7.94682618748059	1.69753085500042	0.123084235209456	0.520538602515823	-5.26482667251215
"PSR1100003998.mm.1"	"Mapk9"	-0.15700440094953	10.4238724090496	-1.69742453898452	0.123104807069532	0.520538602515823	-5.26497562274669
"JUC0500006620.mm.1"	"Brap"	0.185575121347219	8.02633609674482	1.69731904375371	0.123125223208421	0.520538602515823	-5.26512341832473
"PSR0800008256.mm.1"	"Irx6"	-0.168858303711861	7.69158677148254	-1.69724778319362	0.123139015772863	0.520538602515823	-5.2652232495169
"PSR0800023871.mm.1"	"Cbfa2t3"	-0.16384544196071	9.5698156613983	-1.69713609694839	0.123160635609685	0.520538602515823	-5.26537971001957
"JUC0700010436.mm.1"	"Tnnt1"	-0.192721874909438	8.21729168081312	-1.69694466389149	0.123197700607543	0.520596002109801	-5.26564787501468
"PSR0800007719.mm.1"	"Lonp2"	-0.202261044638472	8.01420527173723	-1.69674414264182	0.123236536152824	0.520660860193598	-5.26592875438592
"PSR0100024254.mm.1"	"Mcm6"	-0.175252872894797	10.3310928628138	-1.69650600484519	0.123282671502858	0.520756528558566	-5.26626230288443
"PSR0600008126.mm.1"	"Tpra1"	0.170381811784864	9.50344090049867	1.69623840658941	0.123334533126621	0.520805053091218	-5.26663708662549
"PSR0500014069.mm.1"	"Stx1a"	-0.153779925339803	6.567738812637	-1.69606237149411	0.123368660282926	0.520805053091218	-5.26688361538734
"PSR1400006353.mm.1"	"Irf9"	0.207222143634073	8.62767831483206	1.69596194547611	0.123388133292813	0.520805053091218	-5.2670242513598
"PSR1100019209.mm.1"	"Endov"	-0.193314089112958	7.77159514156691	-1.69509807466976	0.123555757061699	0.521168883910713	-5.26823383418044
"PSR0800008553.mm.1"	"Nlrc5"	0.155022378651861	9.78306059471812	1.69499752610977	0.123575280781728	0.521168883910713	-5.26837460066312
"PSR0500015578.mm.1"	"Lfng"	-0.121256319344134	11.9194986293326	-1.69464328822771	0.123644086280083	0.521289863951481	-5.26887049424441
"PSR0300011862.mm.1"	"Col24a1"	-0.205622087659502	6.94178381245388	-1.69434126018403	0.123702778355812	0.521425536433627	-5.26929325782101
"PSR0400008508.mm.1"	"Faf1"	-0.130814293642974	8.43987862640252	-1.69422373810322	0.123725622879807	0.521425536433627	-5.26945774882223
"PSR0700009941.mm.1"	"Ticrr"	-0.270172401286067	8.02370628492647	-1.69402097822623	0.123765045386426	0.521425536433627	-5.26974153000735
"JUC1600005697.mm.1"	"Cdc45"	-0.210542828702103	9.30870369431699	-1.69399368724892	0.123770352432053	0.521425536433627	-5.2697797249194
"JUC0800001318.mm.1"	"Nsd3"	0.183545351401705	8.20833188411188	1.69349807331546	0.123866766365154	0.52164881952392	-5.27047330319102
"JUC0700011947.mm.1"	"Cd177"	0.199863653506728	8.30158335001338	1.69339919168742	0.123886010424379	0.52164881952392	-5.27061166887553
"JUC0700000211.mm.1"	"Eps8l1"	0.187356522883928	7.27210550959666	1.69330419765349	0.123904500456557	0.52164881952392	-5.27074459071275
"JUC0100016900.mm.1"	"Cep170"	0.224155065457434	7.77922828680381	1.69311276203711	0.123941769916737	0.52164881952392	-5.27101244824129
"PSR1500005130.mm.1"	"Apobec3"	0.156524456840241	10.8331102112196	1.69299581512143	0.123964542640383	0.52164881952392	-5.27117607319946
"PSR0100028681.mm.1"	"Uap1"	-0.169807738056686	8.49904862355577	-1.6927489636572	0.124012623804299	0.521752105616567	-5.27152143355456
"JUC0200011177.mm.1"	"Stx16"	-0.252692604325745	7.87661915966028	-1.692588461463	0.124043895168352	0.521784642901711	-5.27174597208002
"JUC1200007921.mm.1"	"Arel1"	0.127784997946883	10.1431026743778	1.69216246041697	0.124126929705196	0.521996381989699	-5.27234188367803
"PSR0200029388.mm.1"	"Nr6a1"	-0.176552206897711	8.20848822911306	-1.6916871057939	0.124219643823816	0.52212127183735	-5.27300674238082
"JUC0200002508.mm.1"	"Lamc3"	-0.167115360827327	7.92238359889026	-1.69157413771965	0.124241686617738	0.52212127183735	-5.2731647319744
"PSR0200046609.mm.1"	"Rgs19"	0.146834716860385	8.58513739969389	1.6914173514356	0.12427228530389	0.522150875780258	-5.27338399378221
"PSR1600015638.mm.1"	"Tiam1"	0.344310788899375	6.11976603661511	1.69087200919615	0.124378768713852	0.522499250492452	-5.27414656011308
"PSR1700001520.mm.1"	"Chd1"	0.152066379157802	8.73648173487168	1.69058661797878	0.124434527257264	0.522586286143358	-5.27454557961887
"PSR0200014803.mm.1"	"Usp8"	0.13884348927842	9.50813395253377	1.69044831266254	0.124461556959857	0.522586286143358	-5.27473893859998
"JUC1300007975.mm.1"	"Ahrr"	-0.220524974659671	7.65215281124184	-1.69021812339056	0.12450655586036	0.522586286143358	-5.27506073868425
"JUC0700001344.mm.1"	"Smg9"	-0.243931907889344	8.5680997802182	-1.69004233239675	0.124540930606972	0.522586286143358	-5.27530647582757
"JUC0200020949.mm.1"	"Tasp1"	-0.251194370923429	5.57888180442525	-1.68962930476175	0.124621729390046	0.522727435594802	-5.27588379273816
"PSR0200009570.mm.1"	"Zc3h15"	-0.151103000398553	8.47027069353262	-1.68929978587621	0.124686225949124	0.522850518370906	-5.2763443315695
"PSR0X00001670.mm.1"	"Wdr44"	-0.161059818758317	7.69422628417284	-1.68923839763319	0.124698244795515	0.522850518370906	-5.27643012325979
"PSR0100027014.mm.1"	"Cep350"	0.141383051573047	8.53666515433056	1.68902664813152	0.124739710090984	0.522876561537761	-5.27672603643295
"JUC0300010016.mm.1"	"Adamtsl4"	-0.315966044247125	7.63089713868647	-1.68896578894042	0.12475163000601	0.522876561537761	-5.27681108166907
"JUC0500011744.mm.1"	"Lcorl"	-0.164741609840057	8.42022725297442	-1.68860825193455	0.124821678346193	0.522907564417893	-5.27731067547726
"PSR1500013457.mm.1"	"Plec"	-0.133008790334507	9.05837508561596	-1.68844692796477	0.124853296519897	0.522907564417893	-5.27753607889872
"JUC0700012063.mm.1"	"Pafah1b3"	0.23054946654024	8.09917339463647	1.68819962354331	0.124901780311441	0.522907564417893	-5.27788159345451
"PSR0200013445.mm.1"	"Mga"	0.160843259265965	8.14712523102023	1.68803774036183	0.12493352663237	0.522907564417893	-5.2781077499244
"PSR1800012024.mm.1"	"Zfp236"	0.156722621334433	7.90992529177558	1.68800019066383	0.124940891416193	0.522907564417893	-5.27816020656608
"PSR0700035290.mm.1"	"Arhgap17"	0.252639274488393	7.85347826484203	1.68797033523346	0.124946747372218	0.522907564417893	-5.27820191394445
"PSR0200025800.mm.1"	"Rnf224"	-0.255725735338236	4.37576036387814	-1.68784579626159	0.12497117760777	0.522907564417893	-5.27837588803368
"JUC0400017795.mm.1"	"Rnf207"	-0.127199596121548	12.2401766220882	-1.68784505791044	0.124971322459671	0.522907564417893	-5.27837691944982
"JUC1000006467.mm.1"	"Sarnp"	-0.226731156548198	8.72674596184952	-1.68745962907285	0.125046957888866	0.523087026358362	-5.27891530017597
"PSR1700006293.mm.1"	"Atf6b"	0.1445107339116	8.43871804487298	1.68738602937092	0.125061405616173	0.523087026358362	-5.27901809963578
"PSR1000005884.mm.1"	"Bsg"	0.292816678828114	8.55279118526091	1.687143474274	0.125109030284981	0.523122634637454	-5.27935686901905
"PSR0400033995.mm.1"	"Phf13"	-0.170252753308889	8.58644563316408	-1.68692702323199	0.125151543469126	0.523166902812163	-5.27965915839995
"PSR1200012748.mm.1"	"Sos2"	0.126481170232392	9.75963495596713	1.68680811867553	0.125174903126837	0.523166902812163	-5.27982520859489
"JUC1100008302.mm.1"	"Adam11"	-0.203175450453587	9.66262625241945	-1.68643355988397	0.125248513841797	0.523362583047696	-5.28034824032563
"JUC0200010512.mm.1"	"Ube2c"	-0.288928001577254	8.36745229504151	-1.68632965861827	0.125268940168309	0.523362583047696	-5.28049331680851
"JUC1900006147.mm.1"	"C730002L08Rik"	-0.276732184407848	9.64281615267009	-1.68588790033545	0.125355820878287	0.523626877186708	-5.28111008863798
"JUC1700003468.mm.1"	"Atf6b"	0.183923617698669	8.48014741269099	1.68545495046519	0.12544102243173	0.523884059017819	-5.28171448124159
"JUC0800003541.mm.1"	"Inpp4b"	0.335304897599219	8.7298350641957	1.68526952816788	0.125477528375609	0.523937812964872	-5.28197330387249
"JUC0100013176.mm.1"	"Ppip5k2"	-0.199636310374075	7.89249561830309	-1.68506950181608	0.125516920403566	0.524003595387239	-5.2822524951139
"PSR1200004152.mm.1"	"2700049A03Rik"	-0.222770212253852	8.20610089324163	-1.68458025651686	0.125613316948922	0.524307288669498	-5.28293529782242
"PSR1400020133.mm.1"	"Abcc4"	0.224708118456558	8.13342574028357	1.6842565539509	0.125677133441975	0.52439424628262	-5.28338700857885
"PSR0200040407.mm.1"	"Jag1"	-0.198408765501685	5.01404234250887	-1.68416122646775	0.125695932443795	0.52439424628262	-5.28352002474459
"PSR0900011354.mm.1"	"Usp19"	0.160310459012518	9.49353509073408	1.68400516187692	0.125726714594026	0.52439424628262	-5.28373778262364
"PSR0900012232.mm.1"	"Setd2"	0.155766118155091	10.014819035029	1.68399473183233	0.125728772058468	0.52439424628262	-5.28375233535586
"JUC0200003104.mm.1"	"Rabgap1"	-0.313649712223784	9.95442803893451	-1.68374763013642	0.125777525099499	0.524498904515743	-5.28409709536631
"JUC0800004751.mm.1"	"Katnb1"	-0.143944458109674	8.3600473315271	-1.68293003596018	0.12593895861617	0.524727093604214	-5.28523762807776
"PSR1400014417.mm.1"	"Ddhd1"	0.161055877731771	8.82842637571244	1.68282552573687	0.125959607679781	0.524727093604214	-5.28538339770012
"PSR0300003869.mm.1"	"Smc4"	-0.174230690234538	9.75138442667817	-1.68245414176853	0.126033010402291	0.524727093604214	-5.28590136165893
"JUC0700017019.mm.1"	"Mrpl48"	0.14695191123921	9.51294826102672	1.68242140955532	0.126039481672948	0.524727093604214	-5.28594700996807
"JUC0500014888.mm.1"	"Kctd10"	-0.148635089870428	8.24232705754819	-1.68234628620041	0.126054334960073	0.524727093604214	-5.28605177517466
"PSR0200003965.mm.1"	"Sptan1"	-0.142109885449447	10.2030674701105	-1.68223988698219	0.126075374791922	0.524727093604214	-5.28620015278587
"JUC1100009310.mm.1"	"Tmem94"	0.146160979486918	9.02446005942314	1.68206293482181	0.126110373133149	0.524727093604214	-5.28644690827407
"PSR1100034844.mm.1"	"Rab5c"	0.159609279471002	10.3313061913169	1.6820330147973	0.126116291714329	0.524727093604214	-5.28648862968938
"PSR1000022478.mm.1"	"Cand1"	0.144364603292304	8.59992720929902	1.68174878504312	0.126172528760434	0.52486256662813	-5.28688494930586
"PSR0200004903.mm.1"	"Aif1l"	-0.148271103390055	7.6787336275327	-1.68155457142861	0.126210968532215	0.524923968184266	-5.2871557336937
"JUC1700002251.mm.1"	"Fance"	-0.19103423243882	7.69345387105145	-1.68134769357123	0.126251926589104	0.524987437447853	-5.28744415746976
"JUC0300003592.mm.1"	"Vps72"	0.216516621721876	8.18335665453303	1.68123828032772	0.126273593308912	0.524987437447853	-5.28759669114068
"JUC1400000585.mm.1"	"Slc4a7"	-0.188245815158577	9.4488854049077	-1.68088023977165	0.126344518455074	0.525085355289104	-5.28809580161291
"PSR1300001387.mm.1"	"Hist1h4h"	-0.196963511522066	8.66292883972167	-1.68014904539826	0.126489475087095	0.525292537758721	-5.2891149188824
"PSR0200035588.mm.1"	"Caprin1"	0.126719739269259	11.6171445282225	1.67997643959423	0.126523715610695	0.525292537758721	-5.28935545815286
"JUC1600004225.mm.1"	"Dop1b"	-0.204344913535053	8.25998018826916	-1.67992057292238	0.126534799916969	0.525292537758721	-5.28943330984135
"PSR0200032203.mm.1"	"Atf2"	-0.160889092092699	8.55933500375908	-1.67986020470316	0.126546778351358	0.525292537758721	-5.28951743304181
"JUC0300001736.mm.1"	"C130079G13Rik"	0.28053724648769	5.60888542275432	1.67938616937542	0.126640873623604	0.525292537758721	-5.29017794729518
"PSR0400004091.mm.1"	"Rnf20"	0.153208546251616	9.29602150310452	1.67918183521949	0.126681453244748	0.525292537758721	-5.29046263375874
"PSR0500022174.mm.1"	"Rpl9"	0.136937513886904	9.56945526171386	1.67917647221392	0.126682518466816	0.525292537758721	-5.29047010546837
"PSR0500010671.mm.1"	"Oasl1"	0.307706170860081	7.98022354299376	1.67910677783507	0.126696362189318	0.525292537758721	-5.29056720216128
"PSR0200017216.mm.1"	"Insm1"	-0.216329021646903	9.81743594855255	-1.67902807705943	0.126711996547738	0.525292537758721	-5.29067684384869
"PSR0600024225.mm.1"	"Tpi1"	0.240072318951443	8.77834406325586	1.67899180743392	0.126719202306144	0.525292537758721	-5.29072737183963
"JUC0X00008592.mm.1"	"Awat2"	-0.158715960140919	8.66649705627029	-1.67895702045141	0.12672611385482	0.525292537758721	-5.29077583379514
"PSR1200013835.mm.1"	"Slc10a1"	0.263511351502087	4.65221328575566	1.67847180629563	0.126822552915558	0.525357190966581	-5.29145173407064
"PSR1500001851.mm.1"	"Vps13b"	-0.135007620136435	9.25437562495502	-1.67845645244869	0.126825605667914	0.525357190966581	-5.29147312022279
"PSR0400015841.mm.1"	"Exosc10"	0.144608683665894	8.02991051149223	1.67806457815238	0.126903543286152	0.525357190966581	-5.29201892179644
"PSR0500000558.mm.1"	"9330182L06Rik"	0.152234478270349	7.63003355860566	1.67784918271555	0.126946400575088	0.525357190966581	-5.29231889576701
"PSR0700002763.mm.1"	"Smg9"	0.14767920317823	8.18811474202955	1.67772058190462	0.126971994583243	0.525357190966581	-5.2924979842203
"JUC0500003758.mm.1"	"Ythdc1"	0.186660583020178	8.52638249466658	1.67754360878694	0.127007223266505	0.525357190966581	-5.29274442386342
"PSR0400020423.mm.1"	"Fam214b"	0.251190481778883	8.22980671242988	1.6775067389974	0.127014563770923	0.525357190966581	-5.2927957642936
"JUC0700016957.mm.1"	"Spcs2"	-0.165247144370877	9.47607680402739	-1.67725734824711	0.127064225761195	0.525357190966581	-5.29314302038491
"PSR0800002953.mm.1"	"Gsr"	0.201344738509473	9.65178077470748	1.67717892893167	0.127079845299777	0.525357190966581	-5.29325220726491
"JUC0800001472.mm.1"	"Eif4ebp1"	0.159950764145968	7.9562048104889	1.67699798795231	0.127115891732761	0.525357190966581	-5.29350412969668
"PSR0300021734.mm.1"	"Prpf38b"	0.12427380734321	10.0675904106797	1.67683092488228	0.127149181704568	0.525357190966581	-5.29373671746232
"JUC1700013126.mm.1"	"Mcfd2"	0.245790557808092	7.87803811182605	1.67680414600341	0.127154518558266	0.525357190966581	-5.29377399830415
"PSR1000001132.mm.1"	"Ahi1"	-0.152845424221708	9.35023826195165	-1.67676168191548	0.127162981787755	0.525357190966581	-5.29383311503969
"PSR1000001686.mm.1"	"Arhgap18"	-0.126945054079084	7.68112306325567	-1.67673504167836	0.127168291534043	0.525357190966581	-5.29387020207029
"JUC1800004660.mm.1"	"Reep5"	0.126698762614961	10.0625836122686	1.67629721058201	0.127255585837035	0.525591841358281	-5.29447968171365
"JUC1100005571.mm.1"	"2610507B11Rik"	0.319778687386254	7.97846368870599	1.67621235713833	0.127272510123207	0.525591841358281	-5.29459779173714
"PSR1700024268.mm.1"	"Srbd1"	-0.121255814930699	8.1572064845645	-1.67597562040744	0.127319738818977	0.525688949550958	-5.2949272961174
"PSR0400022341.mm.1"	"Susd1"	-0.211656910972193	4.8885694897832	-1.67580223112376	0.127354339873774	0.525733893169798	-5.29516861431333
"JUC0800003088.mm.1"	"Fam129c"	-0.386796139370491	7.98530290155131	-1.67510569067446	0.12749342552554	0.526160216290149	-5.29613790784132
"JUC1200004606.mm.1"	"Dync1h1"	-0.181121070608345	8.3123954000023	-1.67502986192263	0.127508575384336	0.526160216290149	-5.29624341710848
"JUC1100015568.mm.1"	"Rph3al"	-0.218675469350433	10.1115029734222	-1.67480978785388	0.127552553335586	0.526160216290149	-5.29654961735554
"PSR1900014058.mm.1"	"Npm3"	-0.126847934356039	10.2029605835508	-1.67453550836664	0.127607382573462	0.526288457095535	-5.29693120693971
"PSR1600014125.mm.1"	"Cep97"	-0.136101244355018	9.2126859417533	-1.67407033726157	0.127700420513808	0.526574204231789	-5.29757829860936
"PSR0900004593.mm.1"	"Npat"	-0.224234227989757	6.17497423137744	-1.67375225764731	0.127764074435788	0.526607273960284	-5.29802071969396
"PSR0X00012127.mm.1"	"Fundc1"	0.158339357895382	7.89188513902036	1.67367416758436	0.127779706181539	0.526607273960284	-5.29812932946152
"JUC1700004951.mm.1"	"Rab5a"	-0.271489500538689	8.2671320387672	-1.67294145575186	0.127926462014237	0.527016132676382	-5.29914827576512
"JUC0900010251.mm.1"	"Kmt2a"	-0.137726864918813	10.3766420741505	-1.67279301878155	0.127956211287861	0.527040745416074	-5.29935467132664
"PSR0400034888.mm.1"	"Tmem88b"	-0.230736301513803	4.93592942318341	-1.67250549604551	0.128013853561952	0.527066374765388	-5.2997544327211
"PSR1000015930.mm.1"	"Col13a1"	-0.284767638352385	8.70447009779989	-1.67222351260206	0.128070408219436	0.527066374765388	-5.3001464575468
"PSR0100021074.mm.1"	"Cnppd1"	0.13190714081826	9.30513984049282	1.67207857514435	0.128099485729819	0.527066374765388	-5.30034794201835
"PSR1100005144.mm.1"	"Hint1"	0.149509648369417	8.53057160679126	1.6719690370904	0.128121465349218	0.527066374765388	-5.30050021002425
"JUC0500014538.mm.1"	"Ulk1"	0.263280166234399	4.88933928272445	1.67178573925152	0.128158253071433	0.527066374765388	-5.30075499925611
"JUC0800004562.mm.1"	"Nlrc5"	0.266993374867249	6.90785377104775	1.67174787286104	0.128165854019035	0.527066374765388	-5.30080763279741
"JUC0600004473.mm.1"	"Slc25a26"	0.16224438864114	8.21892101821907	1.67166121551005	0.128183250350741	0.527066374765388	-5.30092808246902
"PSR1800006227.mm.1"	"Txnl4a"	0.127848123971168	9.84083783685262	1.67163021037059	0.128189475106022	0.527066374765388	-5.30097117737085
"PSR1700024470.mm.1"	"Fbxo11"	0.140084329104015	9.43714005577892	1.67157682515873	0.128200193645569	0.527066374765388	-5.30104537797398
"JUC0100011037.mm.1"	"Trak2"	-0.28664012260816	7.92655165016182	-1.67110596255831	0.128294767409086	0.527316015442856	-5.30169978052618
"JUC0X00003578.mm.1"	"Sh3bgrl"	0.169859697397325	9.67807165795151	1.67103767114836	0.128308489141951	0.527316015442856	-5.30179468357488
"JUC1700004568.mm.1"	"Crip3"	-0.28147478391986	4.39264571885927	-1.67026780797953	0.128463269237931	0.527802218555978	-5.30286440461095
"PSR1900008573.mm.1"	"Drap1"	-0.152252018918606	11.2235368962526	-1.67009935673919	0.128497158749299	0.527802218555978	-5.30309843230829
"PSR0900019484.mm.1"	"Acsbg1"	-0.139334343741826	9.65107685786058	-1.66990122908295	0.128537029030796	0.527802218555978	-5.30337367332446
"PSR1800000560.mm.1"	"Mib1"	0.233239904087965	7.80162030013557	1.66986343833881	0.128544635137787	0.527802218555978	-5.30342617067726
"PSR0100017574.mm.1"	"Actr1b"	0.172136003812458	7.77989264984653	1.66985745290141	0.128545839858522	0.527802218555978	-5.3034344853444
"JUC0600010859.mm.1"	"Plxna1"	0.280376446745047	5.61781777826249	1.66905445206179	0.128707557009959	0.528312492192188	-5.30454983175416
"PSR0700017760.mm.1"	"Ric8a"	0.177849713100985	9.06447662404154	1.66900365805997	0.128717792670087	0.528312492192188	-5.30462037377876
"PSR0700032002.mm.1"	"Snord15a"	0.230361865022008	9.19125823270395	1.66871139420782	0.128776702035247	0.528312492192188	-5.30502624397625
"JUC0X00007894.mm.1"	"Flna"	-0.128560668841088	9.21375993517058	-1.66870245754889	0.128778503713821	0.528312492192188	-5.30503865383007
"PSR1400017745.mm.1"	"Dock5"	-0.167433098234101	10.3002250282256	-1.66864901900725	0.128789277688857	0.528312492192188	-5.30511286030788
"PSR1900010373.mm.1"	"Tmem138"	0.128938377320629	6.36549446688448	1.66821920526407	0.12887596403574	0.528472506611967	-5.30570966811171
"PSR1900004175.mm.1"	"Uhrf2"	0.14444023047106	8.99926576470206	1.66804369339146	0.128911377104301	0.528519957027584	-5.30595334779064
"PSR0300019077.mm.1"	"Gabpb2"	-0.178856532722454	9.65771545928297	-1.66759921297578	0.129001099499787	0.528700423410656	-5.30657040160186
"JUC1700001823.mm.1"	"D630044L22Rik"	-0.25247698333016	8.37880771211936	-1.66735315177537	0.129050793534602	0.528700423410656	-5.30691196104496
"PSR0200034952.mm.1"	"Ext2"	0.133586868620666	9.65455817086899	1.66697119712069	0.129127966738187	0.528777335968501	-5.30744210275116
"JUC0800010462.mm.1"	"Smarca5"	-0.299063367210485	7.9105643163737	-1.66690608490487	0.129141126711181	0.528777335968501	-5.30753247020021
"PSR0900000453.mm.1"	"Tmem123"	-0.205177784305633	9.51315297673168	-1.66603423632962	0.129317455159501	0.529050053647297	-5.30874230592727
"JUC0700011847.mm.1"	"Pvr"	0.25869954444588	8.34235452191996	1.66597270624125	0.129329907657281	0.529050053647297	-5.30882767663649
"PSR1100027538.mm.1"	"Alox8"	-0.155689400471624	6.40287163007841	-1.66586887111911	0.129350924339965	0.529050053647297	-5.30897174024396
"PSR0600020537.mm.1"	"Gmcl1"	-0.131362824610385	9.28707314833122	-1.66565545153721	0.129394131120631	0.529129145670938	-5.30926782940343
"PSR1700003172.mm.1"	"Lmf1"	0.184613821697726	8.45022742311447	1.66546540957089	0.129432616118517	0.529188903377956	-5.30953146865576
"PSR0500022272.mm.1"	"Pds5a"	-0.138422072877715	9.30399015144831	-1.66502563730804	0.129521713270741	0.529424828851722	-5.3101414901729
"JUC0500001924.mm.1"	"Nsd2"	-0.224364995450355	8.468442347311	-1.6648973617131	0.129547712172822	0.529424828851722	-5.31031940918017
"JUC0200018718.mm.1"	"Aqr"	-0.147132348816841	9.46144849103977	-1.66469397985433	0.129588943312855	0.529424828851722	-5.31060148621938
"JUC0Y00001022.mm.1"	"Ddx3y"	0.239499929996697	8.0765661538551	1.66459514353185	0.129608984470048	0.529424828851722	-5.31073855903551
"JUC0100009547.mm.1"	"Smap1"	0.208798463183086	9.20640244386947	1.6645914556286	0.129609732324896	0.529424828851722	-5.31074367358318
"PSR0400013194.mm.1"	"Stpg1"	-0.129175645142666	7.67345800073755	-1.66415812355945	0.129697633205685	0.529611907645212	-5.31134459613272
"PSR1400006100.mm.1"	"Carmil3"	-0.170582675193706	8.02042293173971	-1.66413013168265	0.129703313181426	0.529611907645212	-5.31138341098779
"JUC1100013883.mm.1"	"Ulk2"	0.165900809998584	9.42077251617733	1.663948238836	0.129740227488225	0.529665076051378	-5.31163562379461
"PSR1000006808.mm.1"	"Map2k2"	0.128199935980323	10.4853806653226	1.66374253686295	0.129781985220826	0.52967533717253	-5.31192083284957
"PSR0700007673.mm.1"	"Kdelr1"	0.123572093658513	9.83316606260972	1.66362075711448	0.129806712387738	0.52967533717253	-5.31208967364569
"PSR1400002864.mm.1"	"Eaf1"	0.236804472044537	7.72444482389464	1.66350419361859	0.129830384403325	0.52967533717253	-5.31225127629602
"PSR1000020392.mm.1"	"Slc25a3"	0.15521685406484	8.93954545251237	1.66346514344119	0.12983831568908	0.52967533717253	-5.3123054137983
"PSR1200011520.mm.1"	"Arl4a"	-0.143949762886395	8.46098460455791	-1.66320690321638	0.12989077662196	0.529692236639438	-5.3126634101722
"PSR0600019172.mm.1"	"Ptcd3"	-0.136898337588017	7.80599951468152	-1.66306134433373	0.12992035505378	0.529692236639438	-5.31286518437675
"PSR1400006896.mm.1"	"Mtmr6"	0.129002650221919	9.06315498470607	1.66295519782318	0.129941928505652	0.529692236639438	-5.31301231914709
"PSR1400019645.mm.1"	"Fbxl3"	-0.164935171062295	7.57735328015243	-1.66277355720906	0.129978853077756	0.529692236639438	-5.31326408842214
"JUC0800006220.mm.1"	"Cmip"	0.220895724883189	9.01169711011626	1.6627280548232	0.129988104459403	0.529692236639438	-5.31332715630989
"JUC1100008582.mm.1"	"Mrc2"	-0.170715918801314	7.61933711777142	-1.66266806760293	0.130000301757476	0.529692236639438	-5.31341029928968
"PSR1300018070.mm.1"	"Map3k1"	0.144492500499682	8.80144319687094	1.66262175444813	0.130009719395308	0.529692236639438	-5.31347448877408
"JUC1100014451.mm.1"	"Chd3"	-0.196527275123348	8.94518238126172	-1.66234940779574	0.130065112759948	0.529732622490385	-5.31385193892041
"JUC0200019977.mm.1"	"Cops2"	-0.349081436716913	7.10330747756629	-1.66226196522837	0.130082902489195	0.529732622490385	-5.31397312023288
"PSR0500032397.mm.1"	"Tnrc18"	0.149640151553893	7.56957106537351	1.66222059073495	0.130091320680154	0.529732622490385	-5.31403045744311
